2.889699999999999818e+03 5.686000000000000000e+03
3.093099999999999909e+03 1.896299999999999955e+03
3.876199999999999818e+03 3.040599999999999909e+03
3.157900000000000091e+03 1.752400000000000091e+03
3.017099999999999909e+03 1.859799999999999955e+03
3.087300000000000182e+03 3.221800000000000182e+03
3.886400000000000091e+03 2.899900000000000091e+03
4.189399999999999636e+03 3.422500000000000000e+03
2.323400000000000091e+03 2.726699999999999818e+03
2.639900000000000091e+03 2.983000000000000000e+03
3.121000000000000000e+03 2.980400000000000091e+03
3.858000000000000000e+03 3.037900000000000091e+03
3.863400000000000091e+03 3.002599999999999909e+03
2.641900000000000091e+03 3.880599999999999909e+03
3.500500000000000000e+03 1.352099999999999909e+03
3.854099999999999909e+03 4.307100000000000364e+03
3.025699999999999818e+03 1.754700000000000045e+03
3.938300000000000182e+03 3.024099999999999909e+03
2.070099999999999909e+03 2.533400000000000091e+03
3.102500000000000000e+03 2.708599999999999909e+03
3.144500000000000000e+03 1.844099999999999909e+03
1.981099999999999909e+03 2.857300000000000182e+03
1.451099999999999909e+03 4.000599999999999909e+03
4.459100000000000364e+03 4.433199999999999818e+03
2.610000000000000000e+03 2.504800000000000182e+03
4.108500000000000000e+03 3.421199999999999818e+03
3.084900000000000091e+03 1.717799999999999955e+03
4.329800000000000182e+03 3.743800000000000182e+03
3.198699999999999818e+03 4.365399999999999636e+03
4.174699999999999818e+03 3.427599999999999909e+03
3.858000000000000000e+03 2.986599999999999909e+03
4.094199999999999818e+03 3.985900000000000091e+03
3.099599999999999909e+03 1.721299999999999955e+03
4.189100000000000364e+03 3.518099999999999909e+03
2.924800000000000182e+03 1.795099999999999909e+03
3.908099999999999909e+03 2.917599999999999909e+03
4.174500000000000000e+03 3.514400000000000091e+03
3.147900000000000091e+03 1.740700000000000045e+03
4.103500000000000000e+03 3.075000000000000000e+03
2.026299999999999955e+03 2.860000000000000000e+03
1.629299999999999955e+03 1.924200000000000045e+03
3.111599999999999909e+03 2.800300000000000182e+03
4.124000000000000000e+03 3.425199999999999818e+03
3.047900000000000091e+03 1.716500000000000000e+03
2.980699999999999818e+03 1.754500000000000000e+03
3.144099999999999909e+03 1.859099999999999909e+03
3.590300000000000182e+03 3.433599999999999909e+03
4.766500000000000000e+03 4.625600000000000364e+03
2.538500000000000000e+03 2.640400000000000091e+03
3.763099999999999909e+03 2.703699999999999818e+03
4.519800000000000182e+03 4.268100000000000364e+03
4.249600000000000364e+03 3.409000000000000000e+03
3.029099999999999909e+03 1.718000000000000000e+03
3.949199999999999818e+03 2.957099999999999909e+03
3.320800000000000182e+03 2.905099999999999909e+03
3.902400000000000091e+03 5.151000000000000000e+03
4.141000000000000000e+03 3.538800000000000182e+03
2.948900000000000091e+03 1.899599999999999909e+03
2.968900000000000091e+03 1.796700000000000045e+03
3.913800000000000182e+03 3.039900000000000091e+03
3.316800000000000182e+03 4.317199999999999818e+03
3.037699999999999818e+03 1.788299999999999955e+03
3.000400000000000091e+03 1.813000000000000000e+03
4.132699999999999818e+03 3.485400000000000091e+03
3.051400000000000091e+03 2.801099999999999909e+03
2.017700000000000045e+03 4.141500000000000000e+03
3.019800000000000182e+03 4.178399999999999636e+03
3.134300000000000182e+03 1.830299999999999955e+03
3.058800000000000182e+03 1.859000000000000000e+03
4.347100000000000364e+03 3.714199999999999818e+03
4.145500000000000000e+03 3.973300000000000182e+03
1.546000000000000000e+03 3.117599999999999909e+03
2.874500000000000000e+03 3.218099999999999909e+03
2.415500000000000000e+03 3.087300000000000182e+03
4.512199999999999818e+03 4.117300000000000182e+03
3.350900000000000091e+03 4.228199999999999818e+03
3.315900000000000091e+03 4.301600000000000364e+03
3.128900000000000091e+03 2.736500000000000000e+03
3.895699999999999818e+03 3.011500000000000000e+03
1.780700000000000045e+03 4.210100000000000364e+03
3.123199999999999818e+03 4.134000000000000000e+03
3.196300000000000182e+03 1.837099999999999909e+03
3.914800000000000182e+03 3.008500000000000000e+03
2.901500000000000000e+03 1.878000000000000000e+03
3.263599999999999909e+03 2.709599999999999909e+03
4.099500000000000000e+03 3.181300000000000182e+03
4.218899999999999636e+03 3.538300000000000182e+03
3.303900000000000091e+03 5.285600000000000364e+03
3.555300000000000182e+03 2.449800000000000182e+03
4.161699999999999818e+03 3.394699999999999818e+03
1.966599999999999909e+03 2.059199999999999818e+03
1.367799999999999955e+03 4.492899999999999636e+03
2.024700000000000045e+03 2.628000000000000000e+03
2.724300000000000182e+03 1.366599999999999909e+03
2.979599999999999909e+03 4.246800000000000182e+03
3.780599999999999909e+03 2.606099999999999909e+03
3.075800000000000182e+03 1.758500000000000000e+03
1.630500000000000000e+03 4.568699999999999818e+03
1.572299999999999955e+03 4.688399999999999636e+03
2.855599999999999909e+03 3.212199999999999818e+03
2.956099999999999909e+03 2.946300000000000182e+03
3.143099999999999909e+03 5.058699999999999818e+03
3.226000000000000000e+03 3.458599999999999909e+03
3.227599999999999909e+03 4.161899999999999636e+03
4.163000000000000000e+03 5.264500000000000000e+03
1.479299999999999955e+03 3.504900000000000091e+03
1.592400000000000091e+03 4.866699999999999818e+03
2.446900000000000091e+03 4.474699999999999818e+03
4.696000000000000000e+03 4.608000000000000000e+03
2.721099999999999909e+03 4.208199999999999818e+03
