"","x"
"1370","Kbtbd8"
"1371","Kcmf1"
"1372","Kcna10"
"1373","Kcna6"
"1374","Kcnb1"
"1375","Kcnd3"
"1376","Kcne1"
"1377","Kcnf1"
"1378","Kcng1"
"1379","Kcng3"
"1380","Kcnh5"
"1381","Kcnh7"
"1382","Kcnip3"
"1383","Kcnj11"
"1384","Kcnj12"
"1385","Kcnj15"
"1386","Kcnj16"
"1387","Kcnj3"
"1388","Kcnj9"
"1389","Kcnk1"
"1390","Kcnk12"
"1391","Kcnk6"
"1392","Kcns2"
"1393","Kcnt1"
"1394","Kcnt2"
"1395","Kcnu1"
"1396","Kctd11"
"1397","Kctd15"
"1398","Kctd17"
"1399","Kctd18"
"1400","Kctd2"
"1401","Kctd20"
"1402","Kctd3"
"1403","Kctd4"
"1404","Kdelc1"
"1405","Kdm1b"
"1406","Kdm2a"
"1407","Kdm3a"
"1408","Kdm4c"
"1409","Khsrp"
"1410","Kidins220"
"1411","Kif11"
"1412","Kif16b"
"1413","Kif20b"
"1414","Kif23"
"1415","Kif24"
"1416","Kif26b"
"1417","Kif4"
"1418","Kif6"
"1419","Kif9"
"1420","Kifc3"
"1421","Kirrel"
"1422","Kit"
"1423","Kl"
"1424","Klb"
"1425","Klf1"
"1426","Klf12"
"1427","Klf14"
"1428","Klf16"
"1429","Klf8"
"1430","Klhdc10"
"1431","Klhdc7b"
"1432","Klhl12"
"1433","Klhl14"
"1434","Klhl18"
"1435","Klhl31"
"1436","Klhl32"
"1437","Klhl40"
"1438","Klhl5"
"1439","Klhl6"
"1440","Klk9"
"1441","Klrk1"
"1442","Kmt2c"
"1443","Kmt2d"
"1444","Kpna1"
"1445","Kpna3"
"1446","Kpna6"
"1447","Kptn"
"1448","Kremen1"
"1449","Krr1"
"1450","Krt15"
"1451","Krt2"
"1452","Krt24"
"1453","Krt32"
"1454","Krt5"
"1455","Krt71"
"1456","Krt76"
"1457","Krt80"
"1458","Krt82"
"1459","Ky"
"1460","L1td1"
"1461","L3mbtl3"
"1462","Lacc1"
"1463","Lag3"
"1464","Lama2"
"1465","Lama4"
"1466","Lancl1"
"1467","Laptm5"
"1468","Larp4b"
"1469","Larp6"
"1470","Las1l"
"1471","Lcat"
"1472","Lcmt2"
"1473","Ldlrad3"
"1474","Ldlrad4"
"1475","Ldlrap1"
"1476","Ldoc1l"
"1477","Lef1"
"1478","Lefty2"
"1479","Leng1"
"1480","Leng8"
"1481","Leng9"
"1482","Leo1"
"1483","Lep"
"1484","Leprotl1"
"1485","Letm1"
"1486","Letm2"
"1487","Lgals12"
"1488","Lgals3bp"
"1489","Lgals8"
"1490","Lgalsl"
"1491","Lgmn"
"1492","Lgr5"
"1493","Lgr6"
"1494","Lhfpl1"
"1495","Lhfpl3"
"1496","Lhfpl4"
"1497","Lhx6"
"1498","Lifr"
"1499","Lig1"
"1500","Lilra5"
"1501","Lime1"
"1502","Lims2"
"1503","Lin28a"
"1504","Lin7c"
"1505","Lin9"
"1506","Lipc"
"1507","Lipe"
"1508","Lipg"
"1509","Litaf"
"1510","Llgl2"
"1511","Lman2"
"1512","Lmbr1"
"1513","Lmln"
"1514","Lmod1"
"1515","Lmod2"
"1516","Lmtk2"
"1517","Lmtk3"
"1518","Lnx1"
"1519","Lonp1"
"1520","Lonp2"
"1521","Loxhd1"
"1522","Loxl2"
"1523","Lpar3"
"1524","Lpar4"
"1525","Lpar5"
"1526","Lpcat2"
"1527","Lpcat2b"
"1528","Lpcat3"
"1529","Lpcat4"
"1530","Lpgat1"
"1531","Lpin1"
"1532","Lpo"
"1533","Lpp"
"1534","Lrch1"
"1535","Lrch2"
"1536","Lrig3"
"1537","Lrit1"
"1538","Lrp10"
"1539","Lrp11"
"1540","Lrp12"
"1541","Lrp3"
"1542","Lrp5"
"1543","Lrpprc"
"1544","Lrrc15"
"1545","Lrrc25"
"1546","Lrrc3b"
"1547","Lrrc42"
"1548","Lrrc4c"
"1549","Lrrc55"
"1550","Lrrc71"
"1551","Lrrc8c"
"1552","Lrrc8e"
"1553","Lrrc9"
"1554","Lrrfip2"
"1555","Lrriq4"
"1556","Lrrk1"
"1557","Lrrn4cl"
"1558","Lrrtm1"
"1559","Lrtm1"
"1560","Lsg1"
"1561","Lsm1"
"1562","Lsm14b"
"1563","Ltbr"
"1564","Ltn1"
"1565","Ltv1"
"1566","Luzp1"
"1567","Luzp2"
"1568","Ly6e"
"1569","Lypd1"
"1570","Lypd3"
"1571","Lyrm9"
"1572","Lyve1"
"1573","Lzic"
"1574","Lzts1"
"1575","Lzts3"
"1576","M1ap"
"1577","Maea"
"1578","Magea10"
"1579","Maged2"
"1580","Magee1"
"1581","Magi2"
"1582","Magi3"
"1583","Malt1"
"1584","Mamdc2"
"1585","Maml1"
"1586","Maml3"
"1587","Mamld1"
"1588","Man1a2"
"1589","Man2c1"
"1590","Manba"
"1591","Maneal"
"1592","Manf"
"1593","Map10"
"1594","Map3k13"
"1595","Map3k15"
"1596","Map3k2"
"1597","Map3k6"
"1598","Map3k7"
"1599","Map3k9"
"1600","Map4k2"
"1601","Map7d1"
"1602","Map9"
"1603","Mapk12"
"1604","Mapk14"
"1605","Mapkap1"
"1606","Mapkbp1"
"1607","Mapre1"
"1608","Mark1"
"1609","Mark2"
"1610","Mark3"
"1611","Mars2"
"1612","Mas1"
"1613","Mat1a"
"1614","Maz"
"1615","Mbd1"
"1616","Mblac2"
"1617","Mbnl1"
"1618","Mbnl3"
"1619","Mbtd1"
"1620","Mbtps2"
"1621","Mc3r"
"1622","Mcf2l"
"1623","Mcfd2"
"1624","Mchr1"
"1625","Mcm10"
"1626","Mcm3"
"1627","Mcm4"
"1628","Mcm8"
"1629","Mcmbp"
"1630","Mcrs1"
"1631","Mcur1"
"1632","Mdga1"
"1633","Me2"
"1634","Mecp2"
"1635","Med13l"
"1636","Med14"
"1637","Med15"
"1638","Med17"
"1639","Med22"
"1640","Med24"
"1641","Med25"
"1642","Med28"
"1643","Med8"
"1644","Med9"
"1645","Mef2d"
"1646","Meis1"
"1647","Meis3"
"1648","Meox2"
"1649","Mesp2"
"1650","Met"
"1651","Metap1"
"1652","Metap2"
"1653","Mettl15"
"1654","Mettl17"
"1655","Mettl3"
"1656","Mex3c"
"1657","Mex3d"
"1658","Mfap3l"
"1659","Mfng"
"1660","Mfsd12"
"1661","Mfsd2a"
"1662","Mfsd5"
"1663","Mfsd6"
"1664","Mfsd8"
"1665","Mfsd9"
"1666","Mgat1"
"1667","Mgea5"
"1668","Mgme1"
"1669","Mib1"
"1670","Mical1"
"1671","Micall1"
"1672","Micall2"
"1673","Micu1"
"1674","Mid2"
"1675","Mief2"
"1676","Mink1"
"1677","Mir17hg"
"1678","Misp"
"1679","Mkln1"
"1680","Mknk1"
"1681","Mknk2"
"1682","Mks1"
"1683","Mkx"
"1684","Mlec"
"1685","Mllt3"
"1686","Mllt6"
"1687","Mlxip"
"1688","Mlxipl"
"1689","Mlycd"
"1690","Mmd2"
"1691","Mmp16"
"1692","Mmp2"
"1693","Mmp20"
"1694","Mmp28"
"1695","Mnat1"
"1696","Mns1"
"1697","Mnt"
"1698","Mob3b"
"1699","Mocos"
"1700","Mocs3"
"1701","Mon2"
"1702","Morc1"
"1703","Morc2a"
"1704","Morc3"
"1705","Morn4"
"1706","Mov10"
"1707","Moxd2"
"1708","Mpg"
"1709","Mpi"
"1710","Mpl"
"1711","Mpp1"
"1712","Mpp3"
"1713","Mpp4"
"1714","Mppe1"
"1715","Mpped1"
"1716","Mpz"
"1717","Mpzl2"
"1718","Mrgprd"
"1719","Mrgpre"
"1720","Mrgprf"
"1721","Mroh4"
"1722","Mroh9"
"1723","Mrpl19"
"1724","Mrps27"
"1725","Msantd1"
"1726","Msantd2"
"1727","Msh6"
"1728","Msl1"
"1729","Msl3"
"1730","Msl3l2"
"1731","Msn"
"1732","Mss51"
"1733","Mst1"
"1734","Msto1"
"1735","Msx3"
"1736","Mta2"
"1737","Mtch2"
"1738","Mtdh"
"1739","Mtf2"
"1740","Mtfr2"
"1741","Mthfd2"
"1742","Mthfd2l"
"1743","Mthfr"
"1744","Mtif2"
"1745","Mtif3"
"1746","Mtmr1"
"1747","Mtmr2"
"1748","Mtmr3"
"1749","Mtor"
"1750","Mtrf1"
"1751","Mtrf1l"
"1752","Mtrr"
"1753","Muc19"
"1754","Muc2"
"1755","Muc20"
"1756","Muc4"
"1757","Muc5b"
"1758","Mum1l1"
"1759","Mut"
"1760","Mvk"
"1761","Mxd1"
"1762","Mybbp1a"
"1763","Mybl2"
"1764","Myc"
"1765","Mycn"
"1766","Myf5"
"1767","Myg1"
"1768","Myh14"
"1769","Myh3"
"1770","Myh6"
"1771","Myo18a"
"1772","Myo18b"
"1773","Myo1a"
"1774","Myo1b"
"1775","Myo1g"
"1776","Myo5b"
"1777","Myo9b"
"1778","Myoc"
"1779","Myocd"
"1780","Myom3"
"1781","Myot"
"1782","Myoz3"
"1783","Mypop"
"1784","Myrf"
"1785","Myrfl"
"1786","N4bp2l1"
"1787","N4bp3"
"1788","Naa11"
"1789","Naa16"
"1790","Naa25"
"1791","Naaa"
"1792","Nab1"
"1793","Nacad"
"1794","Nacc2"
"1795","Nadk"
"1796","Nagpa"
"1797","Nalcn"
"1798","Nans"
"1799","Nap1l5"
"1800","Narf"
"1801","Nasp"
"1802","Nat10"
"1803","Nat8l"
"1804","Nbeal2"
"1805","Nbn"
"1806","Ncald"
"1807","Nckap1l"
"1808","Nckap5l"
"1809","Ncoa5"
"1810","Ncor2"
"1811","Ncstn"
"1812","Ndc1"
"1813","Ndor1"
"1814","Ndp"
"1815","Ndst1"
"1816","Ndufaf3"
"1817","Ndufaf4"
"1818","Nebl"
"1819","Necab1"
"1820","Nedd9"
"1821","Nefh"
"1822","Nek10"
"1823","Nek3"
"1824","Nek5"
"1825","Nek6"
"1826","Nek9"
"1827","Nelfa"
"1828","Nelfcd"
"1829","Nell1"
"1830","Neo1"
"1831","Net1"
"1832","Neu1"
"1833","Neurod1"
"1834","Nfatc3"
"1835","Nfatc4"
"1836","Nfe2l2"
"1837","Nfic"
"1838","Nfkbia"
"1839","Nfkbie"
"1840","Ngfr"
"1841","Nhlh2"
"1842","Nhlrc2"
"1843","Nicn1"
"1844","Nin"
"1845","Nipsnap1"
"1846","Nkain1"
"1847","Nkapl"
"1848","Nktr"
"1849","Nkx2-9"
"1850","Nle1"
"1851","Nln"
"1852","Nlrc4"
"1853","Nlrp12"
"1854","Nlrp1a"
"1855","Nlrp2"
"1856","Nlrp4b"
"1857","Nmnat3"
"1858","Nmrk2"
"1859","Nnt"
"1860","Nobox"
"1861","Noc2l"
"1862","Noc3l"
"1863","Nod1"
"1864","Nodal"
"1865","Nol11"
"1866","Nolc1"
"1867","Nosip"
"1868","Notum"
"1869","Nova1"
"1870","Noxa1"
"1871","Npas2"
"1872","Npas3"
"1873","Npas4"
"1874","Npbwr1"
"1875","Npc1"
"1876","Nphp1"
"1877","Nphp4"
"1878","Nphs2"
"1879","Nprl3"
"1880","Npsr1"
"1881","Nptxr"
"1882","Npy1r"
"1883","Nr0b1"
"1884","Nr1h2"
"1885","Nr1i2"
"1886","Nr5a1"
"1887","Nr6a1"
"1888","Nras"
"1889","Nrbf2"
"1890","Nrbp1"
"1891","Nrg2"
"1892","Nrg4"
"1893","Nrip2"
"1894","Nrros"
"1895","Nsmaf"
"1896","Nsun4"
"1897","Nsun7"
"1898","Nt5e"
"1899","Nuak2"
"1900","Nub1"
"1901","Nubp1"
"1902","Nudt15"
"1903","Nudt16"
"1904","Nufip2"
"1905","Numb"
"1906","Nup153"
"1907","Nup160"
"1908","Nup188"
"1909","Nup88"
"1910","Nupl1"
"1911","Nus1"
"1912","Nutm1"
"1913","Nxf1"
"1914","Nxpe2"
"1915","Nxpe3"
"1916","Nxph4"
"1917","Nyx"
"1918","Oas1b"
"1919","Oaz2"
"1920","Ocel1"
"1921","Ogfr"
"1922","Ogfrl1"
"1923","Ogg1"
"1924","Olfm4"
"1925","Olfml2a"
"1926","Olfr558"
"1927","Olfr976"
"1928","Onecut3"
"1929","Opcml"
"1930","Opn3"
"1931","Orc3"
"1932","Osbp2"
"1933","Osbpl10"
"1934","Osbpl2"
"1935","Osbpl8"
"1936","Osmr"
"1937","Otof"
"1938","Otop1"
"1939","Otub2"
"1940","Otud7b"
"1941","Oxa1l"
"1942","Oxgr1"
"1943","Oxsm"
"1944","P2rx6"
"1945","P2ry12"
"1946","P2ry2"
"1947","Pabpc1l"
"1948","Pacsin3"
"1949","Padi1"
"1950","Padi4"
"1951","Padi6"
"1952","Pafah1b2"
"1953","Pah"
"1954","Pak1"
"1955","Pak1ip1"
"1956","Pak3"
"1957","Palmd"
"1958","Pan3"
"1959","Panx2"
"1960","Papd7"
"1961","Pappa"
"1962","Paqr5"
"1963","Paqr7"
"1964","Parp8"
"1965","Parp9"
"1966","Parpbp"
"1967","Pask"
"1968","Patl1"
"1969","Patl2"
"1970","Pax1"
"1971","Pax9"
"1972","Paxbp1"
"1973","Pcbp1"
"1974","Pcbp4"
"1975","Pccb"
"1976","Pcdh12"
"1977","Pcdh9"
"1978","Pced1a"
"1979","Pcgf2"
"1980","Pcmtd1"
"1981","Pcnt"
"1982","Pcnx"
"1983","Pcolce"
"1984","Pcsk4"
"1985","Pcx"
"1986","Pdcd1"
"1987","Pdcl"
"1988","Pde1c"
"1989","Pde4a"
"1990","Pde4c"
"1991","Pde8b"
"1992","Pdgfb"
"1993","Pdgfrb"
"1994","Pdhx"
"1995","Pdilt"
"1996","Pdk3"
"1997","Pdk4"
"1998","Pdp2"
"1999","Pdpn"
"2000","Pds5b"
"2001","Pdxdc1"
"2002","Pdxk"
"2003","Pdyn"
"2004","Pdzd2"
"2005","Pdzd7"
"2006","Pdzd8"
"2007","Pdzrn4"
"2008","Peli1"
"2009","Per1"
"2010","Pet2"
"2011","Pex12"
"2012","Pex14"
"2013","Pex19"
"2014","Pex26"
"2015","Pex5"
"2016","Pfkm"
"2017","Pgbd1"
"2018","Pgm2"
"2019","Phc3"
"2020","Phex"
"2021","Phf1"
"2022","Phf11d"
"2023","Phf19"
"2024","Phf2"
"2025","Phf20"
"2026","Phf20l1"
"2027","Phf21a"
"2028","Phf3"
"2029","Phf8"
"2030","Phip"
"2031","Phlda3"
"2032","Phldb1"
"2033","Phyhip"
"2034","Pi16"
"2035","Pi4kb"
"2036","Pias3"
"2037","Pias4"
"2038","Picalm"
"2039","Pick1"
"2040","Pid1"
"2041","Piga"
"2042","Pigg"
"2043","Pigk"
"2044","Pign"
"2045","Pigo"
"2046","Pigs"
"2047","Pigw"
"2048","Pik3c2a"
"2049","Pik3cb"
"2050","Pik3r1"
"2051","Pik3r4"
"2052","Pik3r5"
"2053","Pim2"
"2054","Pink1"
"2055","Pip5kl1"
"2056","Pitrm1"
"2057","Pitx1"
"2058","Piwil2"
"2059","Pkd1l2"
"2060","Pkd1l3"
"2061","Pkd2"
"2062","Pkdcc"
"2063","Pkhd1"
"2064","Pkmyt1"
"2065","Pknox2"
"2066","Pkp1"
"2067","Pkp3"
"2068","Pkp4"
"2069","Pla2g15"
"2070","Pla2g4a"
"2071","Pla2g5"
"2072","Plagl1"
"2073","Plau"
"2074","Plcb2"
"2075","Plcb4"
"2076","Plcd1"
"2077","Plcd3"
"2078","Plcg1"
"2079","Plch2"
"2080","Plcl2"
"2081","Plcxd3"
"2082","Pld4"
"2083","Pld5"
"2084","Plek"
"2085","Plekha1"
"2086","Plekha3"
"2087","Plekhf1"
"2088","Plekhh2"
"2089","Plekhm2"
"2090","Plk1"
"2091","Plk4"
"2092","Plk5"
"2093","Plod2"
"2094","Plscr2"
"2095","Plscr3"
"2096","Plscr4"
"2097","Plvap"
"2098","Plxdc2"
"2099","Plxnb2"
"2100","Plxnc1"
"2101","Pmepa1"
"2102","Pmfbp1"
"2103","Pml"
"2104","Pnkp"
"2105","Pnma3"
"2106","Pnma5"
"2107","Pnmal1"
"2108","Pnpla7"
"2109","Pnpo"
"2110","Poc1b"
"2111","Podn"
"2112","Podxl"
"2113","Pofut1"
"2114","Pold1"
"2115","Pold3"
"2116","Pole"
"2117","Polq"
"2118","Polr3b"
"2119","Polr3e"
"2120","Polr3f"
"2121","Polrmt"
"2122","Pom121"
"2123","Pomk"
"2124","Pomt1"
"2125","Pomt2"
"2126","Popdc3"
"2127","Postn"
"2128","Pou2af1"
"2129","Pou2f2"
"2130","Pou2f3"
"2131","Pou3f2"
"2132","Pou3f4"
"2133","Pou4f1"
"2134","Ppan"
"2135","Ppara"
"2136","Ppard"
"2137","Ppcdc"
"2138","Ppcs"
"2139","Ppfia3"
"2140","Ppfibp1"
"2141","Ppfibp2"
"2142","Pphln1"
"2143","Ppm1f"
"2144","Ppme1"
"2145","Ppox"
"2146","Ppp1ca"
"2147","Ppp1r12a"
"2148","Ppp1r12c"
"2149","Ppp1r16a"
"2150","Ppp1r16b"
"2151","Ppp1r18"
"2152","Ppp2r5a"
"2153","Ppp2r5d"
"2154","Ppp2r5e"
"2155","Ppp5c"
"2156","Pprc1"
"2157","Ppt1"
"2158","Pramef8"
"2159","Prdm1"
"2160","Prdm10"
"2161","Prdm11"
"2162","Prdm2"
"2163","Prdm4"
"2164","Prdm8"
"2165","Prf1"
"2166","Prkaa2"
"2167","Prkacb"
"2168","Prkag3"
"2169","Prkcg"
"2170","Prkcq"
"2171","Prkcsh"
"2172","Prkd1"
"2173","Prkg1"
"2174","Prkx"
"2175","Prmt6"
"2176","Prmt8"
"2177","Prob1"
"2178","Proc"
"2179","Prodh"
"2180","Proser2"
"2181","Prpf3"
"2182","Prpf31"
"2183","Prpf38b"
"2184","Prpf4"
"2185","Prpf6"
"2186","Prpf8"
"2187","Prr12"
"2188","Prr5"
"2189","Prrc1"
"2190","Prrc2a"
"2191","Prrg3"
"2192","Prss12"
"2193","Prss32"
"2194","Prss43"
"2195","Prss56"
"2196","Psd2"
"2197","Psen1"
"2198","Psg29"
"2199","Psg-ps1"
"2200","Pskh1"
"2201","Psmd9"
"2202","Pspc1"
"2203","Psrc1"
"2204","Pstpip1"
"2205","Ptbp2"
"2206","Ptchd1"
"2207","Ptdss2"
"2208","Ptger2"
"2209","Ptger4"
"2210","Ptgs1"
"2211","Ptgs2"
"2212","Pth1r"
"2213","Ptp4a3"
"2214","Ptpn1"
"2215","Ptpn20"
"2216","Ptpn21"
"2217","Ptpn7"
"2218","Ptpra"
"2219","Ptprb"
"2220","Ptprg"
"2221","Ptprh"
"2222","Ptprm"
"2223","Ptpru"
"2224","Ptx3"
"2225","Ptx4"
"2226","Pxn"
"2227","Pygl"
"2228","Pygm"
"2229","Pygo1"
"2230","Pyroxd2"
"2231","Pzp"
"2232","Qrsl1"
"2233","Qsox2"
"2234","Qtrt1"
"2235","Rab10"
"2236","Rab11fip1"
"2237","Rab11fip2"
"2238","Rab22a"
"2239","Rab30"
"2240","Rab32"
"2241","Rab37"
"2242","Rab39b"
"2243","Rab3gap1"
"2244","Rab3il1"
"2245","Rab40c"
"2246","Rab43"
"2247","Rab7"
"2248","Rab8a"
"2249","Rab8b"
"2250","Rabep1"
"2251","Rabif"
"2252","Rabl3"
"2253","Rad18"
"2254","Rad9a"
"2255","Rag2"
"2256","Ralgapb"
"2257","Ralgps2"
"2258","Ranbp3l"
"2259","Rap2a"
"2260","Rap2b"
"2261","Rapgef1"
"2262","Raph1"
"2263","Rapsn"
"2264","Rarb"
"2265","Rars"
"2266","Rasal1"
"2267","Rasal2"
"2268","Rasal3"
"2269","Rasgef1b"
"2270","Rasgrp3"
"2271","Rasgrp4"
"2272","Rassf10"
"2273","Rassf2"
"2274","Rassf4"
"2275","Rassf7"
"2276","Rassf8"
"2277","Raver2"
"2278","Rb1"
"2279","Rbbp4"
"2280","Rbbp7"
"2281","Rbl2"
"2282","Rbm11"
"2283","Rbm18"
"2284","Rbm19"
"2285","Rbm20"
"2286","Rbm24"
"2287","Rbm26"
"2288","Rbm27"
"2289","Rbm46"
"2290","Rbm47"
"2291","Rbm48"
"2292","Rbms2"
"2293","Rbms3"
"2294","Rbp3"
"2295","Rc3h2"
"2296","Rcan1"
"2297","Rcan2"
"2298","Rcbtb1"
"2299","Rcbtb2"
"2300","Rce1"
"2301","Rcn1"
"2302","Rcor1"
"2303","Rdh10"
"2304","Rdh12"
"2305","Rdh13"
"2306","Rec8"
"2307","Recql4"
"2308","Redrum"
"2309","Reep1"
"2310","Rela"
"2311","Relb"
"2312","Rell1"
"2313","Rem2"
"2314","Retsat"
"2315","Rev1"
"2316","Rfng"
"2317","Rfx6"
"2318","Rfx8"
"2319","Rgag1"
"2320","Rgag4"
"2321","Rgl3"
"2322","Rgma"
"2323","Rgp1"
"2324","Rgs11"
"2325","Rgs12"
"2326","Rgs9bp"
"2327","Rhob"
"2328","Rhog"
"2329","Rhoh"
"2330","Rhoj"
"2331","Rhoq"
"2332","Rhot1"
"2333","Ribc1"
"2334","Ric8b"
"2335","Rilpl1"
"2336","Rilpl2"
"2337","Rimbp2"
"2338","Rimkla"
"2339","Rimklb"
"2340","Rin3"
"2341","Rinl"
"2342","Riok3"
"2343","Ripk1"
"2344","Ripk2"
"2345","Ripk3"
"2346","Ripk4"
"2347","Rit1"
"2348","Rmnd5a"
"2349","Rnasel"
"2350","Rnf122"
"2351","Rnf139"
"2352","Rnf144a"
"2353","Rnf144b"
"2354","Rnf146"
"2355","Rnf150"
"2356","Rnf167"
"2357","Rnf169"
"2358","Rnf185"
"2359","Rnf20"
"2360","Rnf208"
"2361","Rnf215"
"2362","Rnf216"
"2363","Rnf222"
"2364","Rnf24"
"2365","Rnf31"
"2366","Rnf40"
"2367","Rnf43"
"2368","Rnf44"
"2369","Rnft2"
"2370","Rnh1"
"2371","Rnpep"
"2372","Robo1"
"2373","Robo2"
"2374","Robo4"
"2375","Ror2"
"2376","Rorb"
"2377","Rp1l1"
"2378","Rpa1"
"2379","Rpgrip1"
"2380","Rpl7l1"
"2381","Rpn1"
"2382","Rprd1a"
"2383","Rps6ka2"
"2384","Rps6ka3"
"2385","Rps6ka4"
"2386","Rps6ka5"
"2387","Rps6kc1"
"2388","Rps6kl1"
"2389","Rrnad1"
"2390","Rrp7a"
"2391","Rrs1"
"2392","Rsad2"
"2393","Rsbn1"
"2394","Rsbn1l"
"2395","Rsf1"
"2396","Rspo1"
"2397","Rspo3"
"2398","Rtf1"
"2399","Rtl1"
"2400","Rtn4r"
"2401","Rtp2"
"2402","Rttn"
"2403","Rundc3a"
"2404","Rundc3b"
"2405","Rusc1"
"2406","Rxfp2"
"2407","Rxfp3"
"2408","Ryr3"
"2409","S1pr4"
"2410","Saal1"
"2411","Sacs"
"2412","Safb2"
"2413","Sall1"
"2414","Sall3"
"2415","Samd7"
"2416","Samm50"
"2417","Sap130"
"2418","Sapcd2"
"2419","Sar1a"
"2420","Sars"
"2421","Sart3"
"2422","Sash3"
"2423","Sass6"
"2424","Sbf1"
"2425","Sbf2"
"2426","Scaf11"
"2427","Scai"
"2428","Scap"
"2429","Scara3"
"2430","Scin"
"2431","Scmh1"
"2432","Scml2"
"2433","Scn1a"
"2434","Scn4b"
"2435","Scn7a"
"2436","Scn9a"
"2437","Scnn1b"
"2438","Scube2"
"2439","Sdc3"
"2440","Sdhaf2"
"2441","Sdk1"
"2442","Sec14l3"
"2443","Sec14l4"
"2444","Sec22c"
"2445","Sec24d"
"2446","Secisbp2l"
"2447","Sel1l"
"2448","Sel1l3"
"2449","Sema3a"
"2450","Sema3g"
"2451","Sema4d"
"2452","Sema4f"
"2453","Sema6a"
"2454","Sema6b"
"2455","Senp8"
"2456","Sephs1"
"2457","Sepsecs"
"2458","Serf2"
"2459","Serinc3"
"2460","Serinc5"
"2461","Serpina10"
"2462","Serpina1f"
"2463","Serpina3j"
"2464","Serpine1"
"2465","Serpinf2"
"2466","Sertad4"
"2467","Sesn1"
"2468","Setd1a"
"2469","Setd1b"
"2470","Setdb1"
"2471","Setx"
"2472","Sf3a2"
"2473","Sf3b3"
"2474","Sfi1"
"2475","Sfrp1"
"2476","Sfswap"
"2477","Sft2d2"
"2478","Sgce"
"2479","Sh2d3c"
"2480","Sh2d5"
"2481","Sh3bp2"
"2482","Sh3bp4"
"2483","Sh3bp5"
"2484","Sh3bp5l"
"2485","Sh3rf3"
"2486","Shank1"
"2487","Shc2"
"2488","Shc3"
"2489","Shc4"
"2490","She"
"2491","Shh"
"2492","Shisa2"
"2493","Shisa6"
"2494","Shkbp1"
"2495","Shmt2"
"2496","Shpk"
"2497","Shq1"
"2498","Shroom2"
"2499","Shroom3"
"2500","Shroom4"
"2501","Sidt1"
"2502","Siglece"
"2503","Sik2"
"2504","Sil1"
"2505","Sim1"
"2506","Sipa1"
"2507","Sipa1l2"
"2508","Sirt2"
"2509","Sirt4"
"2510","Sis"
"2511","Six5"
"2512","Six6"
"2513","Ska3"
"2514","Skap1"
"2515","Skida1"
"2516","Skil"
"2517","Skiv2l2"
"2518","Skor1"
"2519","Skp2"
"2520","Sla"
"2521","Sla2"
"2522","Slamf8"
"2523","Slc10a6"
"2524","Slc11a1"
"2525","Slc12a2"
"2526","Slc12a4"
"2527","Slc12a9"
"2528","Slc13a1"
"2529","Slc13a3"
"2530","Slc13a5"
"2531","Slc15a3"
"2532","Slc15a5"
"2533","Slc16a1"
"2534","Slc16a2"
"2535","Slc16a3"
"2536","Slc16a9"
"2537","Slc17a2"
"2538","Slc17a3"
"2539","Slc17a5"
"2540","Slc17a8"
"2541","Slc17a9"
"2542","Slc18a2"
"2543","Slc18b1"
"2544","Slc1a5"
"2545","Slc1a7"
"2546","Slc22a12"
"2547","Slc22a19"
"2548","Slc22a2"
"2549","Slc22a23"
"2550","Slc22a7"
"2551","Slc23a1"
"2552","Slc23a2"
"2553","Slc23a3"
"2554","Slc24a1"
"2555","Slc24a3"
"2556","Slc25a16"
"2557","Slc25a25"
"2558","Slc25a29"
"2559","Slc25a33"
"2560","Slc25a34"
"2561","Slc25a44"
"2562","Slc25a46"
"2563","Slc25a47"
"2564","Slc25a51"
"2565","Slc26a11"
"2566","Slc26a4"
"2567","Slc26a6"
"2568","Slc26a7"
"2569","Slc26a9"
"2570","Slc27a3"
"2571","Slc2a1"
"2572","Slc2a10"
"2573","Slc2a12"
"2574","Slc2a13"
"2575","Slc2a2"
"2576","Slc2a8"
"2577","Slc30a10"
"2578","Slc30a6"
"2579","Slc30a7"
"2580","Slc30a9"
"2581","Slc31a1"
"2582","Slc31a2"
"2583","Slc34a1"
"2584","Slc35a5"
"2585","Slc35b4"
"2586","Slc35e2"
"2587","Slc35e3"
"2588","Slc35f2"
"2589","Slc35f3"
"2590","Slc35f4"
"2591","Slc35f5"
"2592","Slc35g3"
"2593","Slc36a2"
"2594","Slc37a2"
"2595","Slc38a1"
"2596","Slc38a4"
"2597","Slc38a5"
"2598","Slc38a7"
"2599","Slc39a1"
"2600","Slc39a10"
"2601","Slc39a11"
"2602","Slc39a12"
"2603","Slc39a3"
"2604","Slc39a5"
"2605","Slc39a6"
"2606","Slc39a8"
"2607","Slc3a1"
"2608","Slc41a2"
"2609","Slc43a3"
"2610","Slc45a4"
"2611","Slc46a3"
"2612","Slc47a1"
"2613","Slc4a1"
"2614","Slc4a2"
"2615","Slc4a3"
"2616","Slc4a8"
"2617","Slc4a9"
"2618","Slc52a2"
"2619","Slc5a11"
"2620","Slc5a2"
"2621","Slc5a6"
"2622","Slc5a7"
"2623","Slc6a11"
"2624","Slc6a13"
"2625","Slc6a18"
"2626","Slc6a3"
"2627","Slc6a4"
"2628","Slc6a5"
"2629","Slc6a6"
"2630","Slc7a11"
"2631","Slc7a14"
"2632","Slc7a4"
"2633","Slc7a7"
"2634","Slc7a9"
"2635","Slc9a3r2"
