"","x"
"5173","Sars2"
"5174","Wdr91"
"5175","Tti2"
"5176","Abhd5"
"5177","Tnfaip3"
"5178","Eif4ebp2"
"5179","Polr3g"
"5180","Slc24a4"
"5181","Zfp248"
"5182","Ring1"
"5183","Armc5"
"5184","Dph2"
"5185","Itpr2"
"5186","Plekhm1"
"5187","Fam84b"
"5188","Fem1c"
"5189","Spef1"
"5190","Metrnl"
"5191","Arhgef6"
"5192","Pigm"
"5193","Btbd19"
"5194","Rab27a"
"5195","Rbak"
"5196","Sema5a"
"5197","Ccdc166"
"5198","Rad51ap2"
"5199","Slc25a20"
"5200","Mtss1l"
"5201","Prom1"
"5202","Myo1c"
"5203","Dock6"
"5204","Klhdc9"
"5205","Cnnm4"
"5206","Xkr6"
"5207","Vcam1"
"5208","Ikzf4"
"5209","Trib1"
"5210","Nxpe4"
"5211","Abcg2"
"5212","Fat1"
"5213","Bud13"
"5214","Emp2"
"5215","Abhd4"
"5216","Slc35d1"
"5217","Szrd1"
"5218","Nupl2"
"5219","Utrn"
"5220","Scrib"
"5221","Fstl4"
"5222","Itih5"
"5223","Naga"
"5224","Plekhh3"
"5225","Srebf1"
"5226","Aff1"
"5227","Tbck"
"5228","Ipp"
"5229","Sema4c"
"5230","Klc4"
"5231","Clip2"
"5232","Hcn2"
"5233","Ttyh2"
"5234","Zfp11"
"5235","Homez"
"5236","Ercc8"
"5237","Bcas1"
"5238","Zc3h12c"
"5239","Cd36"
"5240","Gjb6"
"5241","Mzf1"
"5242","B3gntl1"
"5243","Gpn2"
"5244","Thg1l"
"5245","Ccm2"
"5246","Zfp787"
"5247","Tbc1d12"
"5248","Nup98"
"5249","Rtel1"
"5250","Bmp2"
"5251","Prr18"
"5252","Carhsp1"
"5253","Efcab2"
"5254","Dhx34"
"5255","Pafah2"
"5256","Ddx59"
"5257","Slc7a10"
"5258","Sfxn2"
"5259","Zhx3"
"5260","Tmem177"
"5261","Prkab1"
"5262","Pqlc2"
"5263","Scly"
"5264","Plagl2"
"5265","Maob"
"5266","Tspan15"
"5267","Nfya"
"5268","Sp2"
"5269","Atp11c"
"5270","Tmem104"
"5271","Rhpn1"
"5272","Nfxl1"
"5273","Ints7"
"5274","Zdhhc15"
"5275","Cecr2"
"5276","Caprin2"
"5277","Rabep2"
"5278","Slc35a3"
"5279","Tatdn2"
"5280","Engase"
"5281","Dennd4c"
"5282","Rxra"
"5283","Kcnn3"
"5284","Enpp6"
"5285","Fam219a"
"5286","Tmem163"
"5287","Bean1"
"5288","Bak1"
"5289","Pamr1"
"5290","Alg8"
"5291","Mtap"
"5292","Gpr75"
"5293","Vav3"
"5294","Samhd1"
"5295","Nipal2"
"5296","Morn1"
"5297","Zfp551"
"5298","Sema4b"
"5299","Kctd9"
"5300","Btbd7"
"5301","Fdxacb1"
"5302","Ksr2"
"5303","Traf6"
"5304","Pms1"
"5305","Slc1a6"
"5306","Gpr17"
"5307","Invs"
"5308","Rhbdf1"
"5309","Kctd21"
"5310","Ube2j2"
"5311","Ranbp17"
"5312","Grik1"
"5313","Maf"
"5314","Jag2"
"5315","Lhfpl2"
"5316","Pdzrn3"
"5317","Cdca4"
"5318","Cdc25a"
"5319","Zfp13"
"5320","Dlk1"
"5321","Brinp3"
"5322","Zbed3"
"5323","Cbln1"
"5324","Adamts4"
"5325","Tsen54"
"5326","Clgn"
"5327","Zfp408"
"5328","Arhgef10"
"5329","Pcsk1"
"5330","Cbln2"
"5331","Nyap2"
"5332","Rab11fip4"
"5333","Mitf"
"5334","Dap"
"5335","Krt79"
"5336","Plch1"
"5337","Gramd4"
"5338","Raver1"
"5339","Sh3kbp1"
"5340","Rsad1"
"5341","Ankrd34b"
"5342","Brca2"
"5343","Calhm2"
"5344","Suv39h2"
"5345","Plekha2"
"5346","Poll"
"5347","Slc25a32"
"5348","Chac1"
"5349","Trp53inp1"
"5350","Tldc1"
"5351","Hps1"
"5352","Cd276"
"5353","Trim62"
"5354","Kdr"
"5355","Has3"
"5356","Fchsd1"
"5357","Afap1l1"
"5358","Cbln4"
"5359","Rin2"
"5360","Gcfc2"
"5361","Tns3"
"5362","Zfp398"
"5363","Sun2"
"5364","Galns"
"5365","Zfp324"
"5366","Zcchc24"
"5367","Frmd5"
"5368","Gpc3"
"5369","Zfp449"
"5370","Map3k11"
"5371","Tcirg1"
"5372","Wwtr1"
"5373","Lamp3"
"5374","Smoc2"
"5375","Heatr5a"
"5376","Carf"
"5377","Pcolce2"
"5378","Ston2"
"5379","Myo16"
"5380","Rgs16"
"5381","Armc2"
"5382","Yap1"
"5383","Zfp128"
"5384","Slc2a9"
"5385","Zfp219"
"5386","Grk5"
"5387","Ctnnal1"
"5388","Ablim3"
"5389","Clic5"
"5390","Dusp4"
"5391","Naglu"
"5392","Lnx2"
"5393","Slc9a7"
"5394","Cad"
"5395","Hes6"
"5396","Phactr2"
"5397","Plekhh1"
"5398","Rcor2"
"5399","Gsg1l"
"5400","Mrs2"
"5401","Pdgfc"
"5402","Nfil3"
"5403","Sesn3"
"5404","Decr1"
"5405","Ctdsp1"
"5406","Nek7"
"5407","Fzd1"
"5408","Lrrc3"
"5409","Efcc1"
"5410","Tmem88"
"5411","Ccdc159"
"5412","Ttc7"
"5413","Dock11"
"5414","Klf5"
"5415","Gpr137c"
"5416","Pmp22"
"5417","Spidr"
"5418","1700001l05rik"
"5419","Slc26a10"
"5420","Phf7"
"5421","Eda"
"5422","Ccdc141"
"5423","Tex9"
"5424","Sox10"
"5425","Gjc2"
"5426","Smad9"
"5427","Tmem121"
"5428","Fancg"
"5429","Gpld1"
"5430","Ldhd"
"5431","Gal3st1"
"5432","Hsd3b7"
"5433","Zbtb40"
"5434","Lipt1"
"5435","Xylb"
"5436","Bcat2"
"5437","Pde11a"
"5438","Adam1a"
"5439","Pde5a"
"5440","Cdc14b"
"5441","Ccdc61"
"5442","Chsy3"
"5443","Frmd8"
"5444","Ccdc151"
"5445","Kcns1"
"5446","C1qtnf6"
"5447","Nkiras2"
"5448","Plce1"
"5449","Gpt"
"5450","Cry1"
"5451","Padi2"
"5452","Msc"
"5453","Arsj"
"5454","Rpusd2"
"5455","Cdc42ep2"
"5456","Slc9a5"
"5457","Ccl28"
"5458","Rps6ka6"
"5459","Prcp"
"5460","Slc22a4"
"5461","Irak2"
"5462","Slc16a13"
"5463","Hlcs"
"5464","Tcf7l2"
"5465","Tshz1"
"5466","Anks6"
"5467","Agtrap"
"5468","Slc7a2"
"5469","Kctd16"
"5470","Esrrg"
"5471","Phf21b"
"5472","Dlx6os1"
"5473","Zbtb3"
"5474","Plekha7"
"5475","Myo1e"
"5476","Abcc10"
"5477","Sh2b3"
"5478","Peli2"
"5479","Fam189a2"
"5480","Stom"
"5481","Rnf180"
"5482","Zfp28"
"5483","Ido2"
"5484","Rai2"
"5485","Palld"
"5486","Rnf217"
"5487","Pnoc"
"5488","Pla2g4e"
"5489","Glis2"
"5490","Kctd8"
"5491","Samd11"
"5492","Aldob"
"5493","Chaf1a"
"5494","Hfe"
"5495","Thbd"
"5496","Ccdc80"
"5497","Mcf2"
"5498","Dgka"
"5499","Amigo2"
"5500","H6pd"
"5501","Ubl7"
"5502","Rffl"
"5503","Cpt1a"
"5504","Ushbp1"
"5505","Carns1"
"5506","Aplf"
"5507","Elf1"
"5508","Pi4k2b"
"5509","Zscan29"
"5510","Slc37a1"
"5511","Myo19"
"5512","Slc22a8"
"5513","Nos3"
"5514","Blnk"
"5515","Sesn2"
"5516","Klhl4"
"5517","Aldh1l1"
"5518","Kcnh2"
"5519","Fzd2"
"5520","Rbbp8"
"5521","Pls1"
"5522","Atg9b"
"5523","Stk17b"
"5524","Prkd2"
"5525","Dock1"
"5526","Gpr173"
"5527","Otud3"
"5528","Entpd2"
"5529","Adam8"
"5530","Fcrls"
"5531","Kdm8"
"5532","Glyctk"
"5533","Ttc34"
"5534","Slc32a1"
"5535","Shcbp1l"
"5536","Fbxl7"
"5537","Bmp3"
"5538","Nfkbid"
"5539","Timeless"
"5540","Phactr4"
"5541","Ppp1r3d"
"5542","Klhl25"
"5543","Haus6"
"5544","Tekt1"
"5545","Notch2"
"5546","Edn1"
"5547","Pnpla2"
"5548","Syt9"
"5549","Swsap1"
"5550","Itga9"
"5551","Rnf152"
"5552","Tek"
"5553","Trabd2b"
"5554","Cdc42ep1"
"5555","Nos1"
"5556","Ctgf"
"5557","Gjc1"
"5558","Pdpr"
"5559","Xrcc2"
"5560","Hspg2"
"5561","Gk5"
"5562","Zfp275"
"5563","Sertad3"
"5564","Ccno"
"5565","Aurka"
"5566","Egr3"
"5567","Adamts7"
"5568","Ttc12"
"5569","Rarg"
"5570","Phkg1"
"5571","Kcnj14"
"5572","Idua"
"5573","Abcd1"
"5574","Rapgef3"
"5575","Ppm1m"
"5576","Gpr137b"
"5577","Pak4"
"5578","Hykk"
"5579","Itgb5"
"5580","Akap12"
"5581","Igsf9b"
"5582","Gpam"
"5583","Foxp2"
"5584","Mgat5"
"5585","Papss2"
"5586","Det1"
"5587","Plekhf2"
"5588","Nfe2l3"
"5589","Cenpo"
"5590","Trpc3"
"5591","Creb3l3"
"5592","Foxj1"
"5593","Pald1"
"5594","Ppp1r37"
"5595","Slc26a2"
"5596","Galnt6"
"5597","Bace2"
"5598","Tap2"
"5599","Itga10"
"5600","Megf10"
"5601","Hvcn1"
"5602","Lrrc46"
"5603","Adamts16"
"5604","Ehd4"
"5605","Parp3"
"5606","Tcn2"
"5607","Cenpj"
"5608","Racgap1"
"5609","Olfml1"
"5610","Mcc"
"5611","Gpatch3"
"5612","Styk1"
"5613","Oplah"
"5614","Wnt5a"
"5615","Tapbpl"
"5616","Nrl"
"5617","Pabpc5"
"5618","Ascl1"
"5619","Iqca"
"5620","Nid1"
"5621","Arhgap10"
"5622","Ctsh"
"5623","Mcm5"
"5624","Cdca7l"
"5625","Gja4"
"5626","Adarb2"
"5627","Arg2"
"5628","Edn3"
"5629","Lamb2"
"5630","Stpg1"
"5631","Shc1"
"5632","Kdelc2"
"5633","Crhr2"
"5634","Socs3"
"5635","Nkd1"
"5636","Stat5b"
"5637","Fam161a"
"5638","Gdf10"
"5639","Sec1"
"5640","Atp10d"
"5641","Stk36"
"5642","Vit"
"5643","P2ry14"
"5644","Gjb1"
"5645","Pxdc1"
"5646","Tnxb"
"5647","Sema3d"
"5648","Zfp526"
"5649","Igbp1b"
"5650","Txnrd3"
"5651","Phldb2"
"5652","Pard6g"
"5653","Vwa3a"
"5654","Gsap"
"5655","Tha1"
"5656","Kank1"
"5657","Adhfe1"
"5658","Rhobtb1"
"5659","Nqo2"
"5660","Gm973"
"5661","Lrp4"
"5662","Lrfn1"
"5663","Fgd6"
"5664","Map3k1"
"5665","Lrrc56"
"5666","Steap2"
"5667","Maats1"
"5668","Col6a3"
"5669","Zscan20"
"5670","Grip2"
"5671","Sdk2"
"5672","Ano1"
"5673","Rcan3"
"5674","Plcd4"
"5675","Zfp568"
"5676","Wdhd1"
"5677","Polh"
"5678","Fam222a"
"5679","Efs"
"5680","Rimbp3"
"5681","Cntn6"
"5682","Pla2g3"
"5683","Abi3bp"
"5684","Parp4"
"5685","Adora2b"
"5686","Hmcn1"
"5687","Sod3"
"5688","Dnd1"
"5689","Atp10a"
"5690","Abtb2"
"5691","Pik3r6"
"5692","Scd4"
"5693","Trip10"
"5694","Ankrd1"
"5695","Pax6"
"5696","B3gnt8"
"5697","Krt73"
"5698","Kdm4d"
"5699","Birc3"
"5700","Elk3"
"5701","Adamts17"
"5702","Myo1h"
"5703","Syndig1l"
"5704","Zwilch"
"5705","Ptgfrn"
"5706","Naif1"
"5707","Lca5l"
"5708","Col27a1"
"5709","Bicc1"
"5710","Npas1"
"5711","Tmem196"
"5712","Madcam1"
"5713","Cobll1"
"5714","Megf6"
"5715","Tceanc"
"5716","Ntn1"
"5717","Mak"
"5718","Ccnjl"
"5719","Rest"
"5720","Nipal4"
"5721","Mreg"
"5722","Nxn"
"5723","Cpne9"
"5724","Cdh5"
"5725","Arhgap24"
"5726","Mocs1"
"5727","Kif7"
"5728","Prrx1"
"5729","Gbp7"
"5730","Svil"
"5731","Tap1"
"5732","Entpd3"
"5733","Erap1"
"5734","Plekhd1"
"5735","Hey2"
"5736","Ccdc15"
"5737","Gm6815"
"5738","Col16a1"
"5739","Insc"
"5740","Eif2ak2"
"5741","Fhl4"
"5742","Gpr3"
"5743","Rgsl1"
"5744","Mtbp"
"5745","Cradd"
"5746","Gpr153"
"5747","Fbxl21"
"5748","Snx8"
"5749","Tmem215"
"5750","Baz1a"
"5751","Tbx3"
"5752","St8sia2"
"5753","Npc1l1"
"5754","Rtbdn"
"5755","Rhbdd1"
"5756","Slfn5"
"5757","Kcnj8"
"5758","Arhgap6"
"5759","Scrt2"
"5760","Nhlrc3"
"5761","Hapln3"
"5762","Fzd6"
"5763","Smtn"
"5764","Sntg2"
"5765","Micalcl"
"5766","Il1r1"
"5767","Mybph"
"5768","Gm10432"
"5769","Pld1"
"5770","Coch"
"5771","Asap3"
"5772","Uba7"
"5773","Etnk2"
"5774","Trpc6"
"5775","Mmrn2"
"5776","Inpp5d"
"5777","Whrn"
"5778","Best1"
"5779","Atp2c2"
"5780","Cage1"
"5781","Gli3"
"5782","Stox1"
"5783","Mboat1"
"5784","Epha8"
"5785","Adamts5"
"5786","Trim25"
"5787","Zfp69"
"5788","P4ha3"
"5789","Dock5"
"5790","Nynrin"
"5791","Fkbp10"
"5792","Tes"
"5793","Pi15"
"5794","Il16"
"5795","Gm10536"
"5796","Bmp4"
"5797","Nes"
"5798","Plekhn1"
"5799","Wdfy4"
"5800","Kiss1r"
"5801","Btc"
"5802","Emp1"
"5803","Aldh1l2"
"5804","Nid2"
"5805","C1ql2"
"5806","Lrguk"
"5807","Cep128"
"5808","Dnah11"
"5809","P2rx3"
"5810","Hspb6"
"5811","Mpeg1"
"5812","Aebp1"
"5813","Clcn5"
"5814","Sardh"
"5815","Ptch2"
"5816","Tdrd5"
"5817","Il17rd"
"5818","Hsf5"
"5819","Srpk3"
"5820","Col3a1"
"5821","Map3k8"
"5822","Def6"
"5823","Top2a"
"5824","Mtfr1"
"5825","Rasgrp2"
"5826","Matn4"
"5827","Dhrs13"
"5828","Kif20a"
"5829","Slc19a3"
"5830","Cdc6"
"5831","Tor3a"
"5832","Kcp"
"5833","Hpdl"
"5834","Kank4"
"5835","Fignl1"
"5836","B3gnt3"
"5837","Rilp"
"5838","Col4a5"
"5839","Lfng"
"5840","Map3k14"
"5841","Rrad"
"5842","Colec12"
"5843","Kntc1"
"5844","Btbd11"
"5845","Kcnmb2"
"5846","Maff"
"5847","Chst14"
"5848","Prr22"
"5849","Fam114a1"
"5850","4931408d14rik"
"5851","Pard6b"
"5852","Slco2a1"
"5853","Ptges"
"5854","Hrh1"
"5855","Heyl"
"5856","Ptgr1"
"5857","Frem1"
"5858","Ssh1"
"5859","Ppef1"
"5860","Fam83d"
"5861","B3galt4"
"5862","Ccna2"
"5863","Mms22l"
"5864","Egflam"
"5865","Kirrel2"
"5866","Ckap2"
"5867","Trim21"
"5868","St6galnac2"
"5869","Dll4"
"5870","Nlrp6"
"5871","Dnah10"
"5872","Zfp185"
"5873","Sh3tc1"
"5874","Reep4"
"5875","Strc"
"5876","Bfsp1"
"5877","Tnc"
"5878","Il17re"
"5879","Tie1"
"5880","Hyal1"
"5881","Fyb"
"5882","Clec18a"
"5883","Cast"
"5884","Adrb2"
"5885","Foxr2"
"5886","Arhgap11a"
"5887","Cubn"
"5888","Dpy19l2"
"5889","Gins3"
"5890","Erbb4"
"5891","Slc12a7"
"5892","Dhtkd1"
"5893","Map4k1"
"5894","Muc6"
"5895","Apbb1ip"
"5896","Rasa4"
"5897","Gfpt2"
"5898","Aass"
"5899","Slc25a13"
"5900","Ngb"
"5901","Fgl2"
"5902","Stab2"
"5903","Ggt5"
"5904","Kcne4"
"5905","Foxm1"
"5906","Neu3"
"5907","Inpp4b"
"5908","Ptch1"
"5909","Rfx2"
"5910","Zfp488"
"5911","Foxs1"
"5912","Kcnh4"
"5913","Egfr"
"5914","Tgif2"
"5915","Ccr5"
"5916","Col14a1"
"5917","Aspm"
"5918","Slc35g1"
"5919","Osr1"
"5920","Hpse"
"5921","Adora3"
"5922","Ccdc114"
"5923","Egln3"
"5924","Tbc1d10c"
"5925","Jak3"
"5926","Adm"
"5927","Cyp27a1"
"5928","Aox4"
"5929","Kcnj13"
"5930","Wnt10a"
"5931","Tmc4"
"5932","Traf3ip2"
"5933","Tlr2"
"5934","Nfam1"
"5935","Card6"
"5936","Pik3cg"
"5937","Dmp1"
"5938","Ccdc110"
"5939","Tdg"
"5940","Ttpa"
"5941","Spata31d1a"
"5942","Tnfrsf1a"
"5943","Adamts18"
"5944","Ikzf1"
"5945","Gm7104"
"5946","Ephx3"
"5947","Fam163a"
"5948","Tmem252"
"5949","Ace2"
"5950","Col8a2"
"5951","Ppp1r13l"
"5952","Dlx2"
"5953","Itpr3"
"5954","Fibin"
"5955","Ttc22"
"5956","Atp8b1"
"5957","Pdzd3"
"5958","Myct1"
"5959","Enpep"
"5960","Mr1"
"5961","Ucp2"
"5962","Adcy7"
"5963","Rgs6"
"5964","Adap2"
"5965","Fgf5"
"5966","Nek2"
"5967","Mstn"
"5968","Nkx3-1"
"5969","Lama1"
"5970","Dsn1"
"5971","Gm2518"
"5972","Ttc21a"
"5973","Tmem232"
"5974","Bank1"
"5975","Rpp25"
"5976","Zc2hc1c"
"5977","Stk32a"
"5978","Lrp2"
"5979","Nup210l"
"5980","Fndc7"
"5981","Edaradd"
"5982","Tmco4"
"5983","Trim47"
"5984","Cish"
"5985","Tsks"
"5986","Ccdc89"
"5987","Scarf1"
"5988","Il27ra"
"5989","Rac2"
"5990","Nrm"
"5991","Ephb4"
"5992","Ncapg"
"5993","Gucy2c"
"5994","4933407e24rik"
"5995","Car5b"
"5996","Rnf39"
"5997","Lamb3"
"5998","Tmem106a"
"5999","Susd5"
"6000","Pde7b"
"6001","Rom1"
"6002","Slc4a11"
"6003","Lrg1"
"6004","Sncaip"
"6005","Pnldc1"
"6006","Rassf9"
"6007","Grm4"
"6008","Tfap2b"
"6009","Fbxl8"
"6010","Brca1"
"6011","Kcnmb1"
"6012","Ppm1n"
"6013","Col9a1"
"6014","Tmem154"
"6015","Ect2"
"6016","Hcn4"
"6017","Dennd1c"
"6018","Arhgap30"
"6019","Tgm4"
"6020","Rad51"
"6021","Slc26a3"
"6022","Spata20"
"6023","Acan"
"6024","Rad54l"
"6025","Zfp541"
"6026","Flt4"
"6027","Gpr160"
"6028","Ifih1"
"6029","Dok1"
"6030","Pax2"
"6031","Nudt12"
"6032","Helz2"
"6033","Masp1"
"6034","Htr3b"
"6035","Lmcd1"
"6036","Scube3"
"6037","Bcl6b"
"6038","Rd3"
"6039","Galnt12"
"6040","Pirt"
"6041","Cd109"
"6042","Ush2a"
"6043","Tdrd6"
"6044","Abhd15"
"6045","Bco2"
"6046","Cacna2d4"
"6047","Myo7a"
"6048","Gipr"
"6049","Aldh1a2"
"6050","Gja3"
"6051","Mis18bp1"
"6052","Sgms2"
"6053","Gypc"
"6054","Mamstr"
"6055","Tigd3"
"6056","Il12rb1"
"6057","Parp14"
"6058","Tnfrsf10b"
"6059","Lrrc43"
"6060","Lepr"
"6061","Tmem170"
"6062","Slc16a8"
"6063","Oas1c"
"6064","Sp8"
"6065","Trpm1"
"6066","Pla2r1"
"6067","Gbp3"
"6068","Akna"
"6069","Cdk2"
"6070","Vash2"
"6071","Pax7"
"6072","Gcnt4"
"6073","Tex14"
"6074","Gys2"
"6075","Gch1"
"6076","Enpp1"
"6077","Fbxl22"
"6078","Klhl33"
"6079","Fanci"
"6080","Ptprq"
"6081","C1qtnf3"
"6082","Tssk4"
"6083","Irgm2"
"6084","Fam111a"
"6085","Nlrp3"
"6086","Mastl"
"6087","Sh3d21"
"6088","Lrit2"
"6089","Trpm6"
"6090","Rbpms2"
"6091","Fhl3"
"6092","Ttll2"
"6093","Myh13"
"6094","Rem1"
"6095","Cyp27b1"
"6096","Acsm3"
"6097","Sufu"
"6098","Cdhr1"
"6099","Zfp663"
"6100","Hc"
"6101","Myh8"
"6102","Dppa2"
"6103","Slc28a3"
"6104","Cd300a"
"6105","Gm5591"
"6106","Exph5"
"6107","Foxb1"
"6108","Lrrc10"
"6109","Adcy10"
"6110","Dmrt3"
"6111","Gm12250"
"6112","Ltbp2"
"6113","Lamc2"
"6114","Cyth4"
"6115","Dkk2"
"6116","Klf17"
"6117","Arhgef5"
"6118","Oasl2"
"6119","Zc3hav1"
"6120","Cacna1s"
"6121","Baiap2l2"
"6122","Kif14"
"6123","Tead2"
"6124","C430049b03rik"
"6125","Igf2os"
"6126","Zcchc5"
"6127","Aox3"
"6128","Sec16b"
"6129","Ccdc42"
"6130","Tnip3"
"6131","Bcam"
"6132","Vrtn"
"6133","Tjp3"
"6134","St14"
"6135","Svep1"
"6136","Avil"
"6137","Nkpd1"
"6138","Gpr55"
"6139","Ret"
"6140","Wdr62"
"6141","Glp2r"
"6142","Ptger1"
"6143","P2rx1"
"6144","Cass4"
"6145","Lrat"
"6146","Eme1"
"6147","Klhl41"
"6148","Knstrn"
"6149","Dsc2"
"6150","Baat"
"6151","Tlr1"
"6152","Accs"
"6153","Cenpi"
"6154","Chrnb1"
"6155","Adamtsl3"
"6156","Havcr2"
"6157","Nox1"
"6158","Fbxl13"
"6159","D930020b18rik"
"6160","Upk1a"
"6161","Usp43"
"6162","Ptgir"
"6163","Rs1"
"6164","Serpind1"
"6165","Zic4"
"6166","Rbpjl"
"6167","Cldn15"
"6168","Irf6"
"6169","Apobr"
"6170","Fgf23"
"6171","Osm"
"6172","Grpr"
"6173","Corin"
"6174","Irf5"
"6175","Tmc3"
"6176","Mybl1"
"6177","Kif18b"
"6178","Gpc2"
"6179","Cbln3"
"6180","Tlr13"
"6181","Alas2"
"6182","Myo15"
"6183","Tmem51"
"6184","Sstr5"
"6185","Ccdc36"
"6186","L3mbtl4"
"6187","Zp2"
"6188","Spdef"
"6189","Ccdc178"
"6190","Efcab11"
"6191","Erbb2"
"6192","Prss16"
"6193","Dgkk"
"6194","Itgb7"
"6195","S1pr2"
"6196","Mybpc3"
"6197","Pigr"
"6198","Gk2"
"6199","Hoxa9"
"6200","Col15a1"
"6201","E430016f16rik"
"6202","Gm10440"
"6203","Gas2l2"
"6204","Atp8b4"
"6205","Zfp42"
"6206","Hrnr"
"6207","Mylk4"
"6208","Ston1"
"6209","Kcnh8"
"6210","Mdfic"
"6211","Unc45b"
"6212","Ucp3"
"6213","Olfml3"
"6214","Slc16a5"
"6215","Plekhg6"
"6216","Asb4"
"6217","Vipr2"
"6218","Nipal1"
"6219","Arhgap40"
"6220","Tas1r1"
"6221","Osgin1"
"6222","Hgfac"
"6223","Slc28a1"
"6224","Ly75"
"6225","Slc44a3"
"6226","Ccdc73"
"6227","Nlrp10"
"6228","Adamts6"
"6229","Asic4"
"6230","Tec"
"6231","Otop3"
"6232","Nlrc3"
"6233","Acer1"
"6234","Popdc2"
"6235","Mab21l2"
"6236","Ttc24"
"6237","Otop2"
"6238","Cxcr5"
"6239","Ccdc170"
"6240","Wnt5b"
"6241","Kcnj5"
"6242","Mmp11"
"6243","Wdr63"
"6244","Ptgis"
"6245","Slc34a2"
"6246","Slc5a1"
"6247","Sprtn"
"6248","Chrna2"
"6249","Arhgef37"
"6250","Traf3ip3"
"6251","P2rx5"
"6252","Mboat4"
"6253","Galr1"
"6254","Serpina12"
"6255","Muc1"
"6256","Rgs22"
"6257","Cxcr2"
"6258","Bhlha15"
"6259","Ell3"
"6260","Gm10390"
"6261","Odf3l2"
"6262","Ckm"
"6263","Kcnq1"
"6264","Olfr332"
"6265","Aknad1"
"6266","Tbx5"
"6267","Ptk6"
"6268","Spata18"
"6269","Mab21l3"
"6270","Bnc2"
"6271","Sytl5"
"6272","Hs3st3b1"
"6273","Akap3"
"6274","Zc3h12a"
"6275","Slc22a20"
"6276","Foxl2"
"6277","Slc46a2"
"6278","Rsph6a"
"6279","Ptafr"
"6280","Neil3"
"6281","Apof"
"6282","Ccdc60"
"6283","Siglecg"
"6284","Sowahb"
"6285","Fmo9"
"6286","Lhx1"
"6287","Hnf1a"
"6288","Tnfsf14"
"6289","Ctse"
"6290","Lactbl1"
"6291","Ccdc38"
"6292","Pabpc2"
"6293","Fermt1"
"6294","Slc25a45"
"6295","Capn11"
"6296","Pm20d1"
"6297","Muc5ac"
"6298","Sall4"
"6299","Ptprv"
"6300","Dennd2d"
"6301","Scnn1a"
"6302","Mybpc1"
"6303","Sfn"
"6304","Gcm1"
"6305","Slc22a6"
"6306","Rmi2"
"6307","Tph2"
"6308","Arhgap28"
"6309","Cytip"
"6310","Tpo"
"6311","Uba1y"
"6312","Zfp819"
"6313","Cd101"
"6314","Tfap2c"
"6315","Nhs"
"6316","Asb10"
"6317","Scara5"
"6318","Oas2"
"6319","Atp8b3"
"6320","Sctr"
"6321","Efhb"
"6322","Slc44a4"
"6323","Brip1"
"6324","Cyp19a1"
"6325","Hdgfl1"
"6326","Trim10"
"6327","Gsdmcl-ps"
"6328","1700042g15rik"
"6329","Wnt10b"
"6330","Ppm1j"
"6331","Actl10"
"6332","Satl1"
"6333","Tex24"
"6334","Col10a1"
"6335","Cps1"
"6336","Ccer1"
"6337","Dyrk4"
"6338","Htr2b"
"6339","Neurog1"
"6340","Slc5a10"
"6341","Gpr182"
"6342","Avpr1a"
"6343","Hpse2"
"6344","Gbx2"
"6345","Adam18"
"6346","Timd2"
"6347","Iqch"
"6348","Tmem79"
"6349","Itih1"
"6350","Muc13"
"6351","Fgr"
"6352","Cdhr2"
"6353","Dok2"
"6354","Tcp11"
"6355","Fam83f"
"6356","Ppp1r3b"
"6357","Fgfr4"
"6358","Barhl2"
"6359","Pla2g4f"
"6360","Fam83c"
"6361","Pfpl"
"6362","Pla2g4d"
"6363","Dennd2c"
"6364","Snx9"
"6365","Il2rb"
"6366","Clcnkb"
"6367","Lhx4"
"6368","Ccdc150"
"6369","Grb7"
"6370","Alpk2"
"6371","Noto"
"6372","Etnppl"
"6373","Helt"
"6374","Gapt"
"6375","Dhh"
"6376","B4galnt2"
"6377","Dspp"
"6378","Spns3"
"6379","Smyd1"
"6380","Ano9"
"6381","Inhbe"
"6382","Kcna5"
"6383","Galnt5"
"6384","Mdfi"
"6385","Slc5a8"
"6386","Chst4"
"6387","Aspg"
"6388","Asic3"
"6389","Hhla1"
"6390","Prame"
"6391","Slc9a3"
"6392","Adtrp"
"6393","Dcst1"
"6394","Ly9"
"6395","Mroh2b"
"6396","Ggt1"
"6397","Serpinc1"
"6398","Syne3"
"6399","Gata1"
"6400","Spata21"
"6401","Trib3"
"6402","Nox3"
"6403","Svs1"
"6404","Itga5"
"6405","Tmprss15"
"6406","Nod2"
"6407","Adam28"
"6408","Ebf3"
"6409","Pla1a"
"6410","Slc43a1"
"6411","Fshr"
"6412","Gm6249"
"6413","Nlrp1c-ps"
"6414","Gm2176"
"6415","4930511e03rik"
"6416","Gzmb"
"6417","Birc7"
"6418","Stx11"
"6419","Map3k7cl"
"6420","Spert"
"6421","Mep1a"
"6422","Abcg5"
"6423","Fbxo43"
"6424","Otx2"
"6425","Gpr152"
"6426","Slc13a2"
"6427","Cmklr1"
"6428","Meox1"
"6429","Duox2"
"6430","Il31ra"
"6431","Pramel1"
"6432","Sema3f"
"6433","Prph2"
"6434","Loxl4"
"6435","Zfp366"
"6436","Cyp4a14"
"6437","Gm16130"
"6438","Krt35"
"6439","Foxn1"
"6440","Catsper1"
"6441","Abcg3"
"6442","Bmp5"
"6443","Foxp3"
"6444","Tsku"
"6445","Tifab"
"6446","Nxnl1"
