,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
5699,0.3113188691536234,4,Magea10,246.48569360067208,2.170295232753596,-5.865399175604644,-2.0491635479502106,0.8811300381608617,SE,98,0.043746570642716115,1.0473902831555033,0.002300262451171875,30.070668265891577,-6.9167447126590105,1.0513455370543667,0.30519740102494564,0.9595801761992182
5090,0.5772142802047833,4,Sigirr,137.5662945790639,0.7302044766231945,24.941564215797797,-2.4302893356798023,2.9655703006603833,SE,98,0.3349032733898779,6.516367664273243,0.0019643306732177734,-31.543258516913305,23.89033100773483,1.0512332080629676,0.3052232388647782,0.9595801761992182
8231,0.08115775043118897,4,Serac1,791.3180511624732,9.344462479028968,-3.8224213094898545,-1.7901840262656683,0.12816618130374358,SE,98,0.007499829803391689,1.1411256684875997,0.0032236576080322266,25.984712533661998,-4.873346078616322,1.0509247691264676,0.3052942003481889,0.9595801761992182
8306,0.07820362285438179,4,Cd36,791.3180511624732,9.728625663107715,-5.924859532256292,-2.2005259766350633,0.18764794891983028,SE,98,0.008940339625209502,1.4483857064160583,0.0028264522552490234,30.189588979194873,-6.975775851907997,1.050916319651705,0.30529614459028076,0.9595801761992182
4686,0.7831453704626619,4,Foxj1,137.5662945790639,0.27604987912552215,-8.821464018143871,-1.0118834426685683,0.7186957638504187,SE,98,1.1759016703884633,41.41581243271908,0.0020294189453125,35.98279795097003,-9.870965151638217,1.0495011334943456,0.30562200826442265,0.9595801761992182
5439,0.9999544619787427,4,Tagln2,137.5662945790639,4.5399929762484854e-05,-10.312528521754075,0.3297699259980336,0.16084198401997704,SE,98,86.37666586041512,30165198745.1537,0.0032248497009277344,38.96492695819044,-11.361569300576818,1.049040778822743,0.30572810756155233,0.9595801761992182
5969,0.31440665430103076,4,Rnf168,246.48569360067208,2.13934556599508,5.477378503524271,-2.0683968533748267,0.898821788027728,SE,98,0.03758141037785786,0.8919738439570323,0.0025873184204101562,7.385112907633747,4.428673392862805,1.0487051106614658,0.3058055000677592,0.9595801761992182
6791,0.12522147006668297,4,Kcnj15,441.6430444369237,6.517500263064332,-2.7910315780724773,-1.124439151068306,0.1010243919947909,SE,98,0.009431503732674408,0.7126015005804776,0.0038242340087890625,23.921933070827244,-3.838599365601169,1.047567787528692,0.3060679129319067,0.9595801761992182
7390,0.1441326820752267,4,Bag5,441.6430444369237,5.539948333838698,-10.47292275425599,-1.8017979207776083,0.2682749965141436,SE,98,0.013187657029201619,0.8069036096953475,0.0035974979400634766,39.28571542319427,-11.519820218852828,1.0468974645968387,0.30622271219781794,0.9595801761992182
9755,0.03432324713904855,4,Lgals8,2540.4486927750327,11.22081464800302,5.785301362720205,-2.1080931212072773,0.07132349774937885,SE,98,0.0044988581449638965,3.1824230070605304,0.001926422119140625,6.76926718924188,4.73911261782024,1.0461887448999647,0.306386488881763,0.9595801761992182
5649,0.26216368401712864,4,Gpr1,246.48569360067208,2.761172711776347,-0.8677874759688322,-1.0920442729689046,0.2334527152038298,SE,98,0.028267788491743166,0.8010231628208578,0.0032625198364257812,20.075444866619954,-1.913795656876374,1.0460081809075419,0.3064282332159447,0.9595801761992182
6765,0.13622522792058575,4,Foxa2,441.6430444369237,5.915680530177269,-8.024240999281488,-1.7367450765366803,0.24171930998056224,SE,98,0.012194106277710894,0.8111075942283272,0.0036072731018066406,34.388351913245266,-9.069046148460984,1.0448051491794956,0.30670654870637026,0.9595801761992182
5451,0.9999544619787428,4,Fxr1,137.5662945790639,4.5399929762484854e-05,6.788343484208951,-2.4202905729786286,4.689940069035714,SE,98,2.119772254686235,740285014.7114744,0.0022449493408203125,4.763182946264386,5.743932231507586,1.0444112527013658,0.30679774593971565,0.9595801761992182
3718,0.5129230435465142,4,Cdc42bpg,137.5662945790639,0.9466874529386713,13.961102254418883,-1.2839466408105273,0.7640099612154709,SE,98,0.27408886665655485,5.139296922908788,0.0012621879577636719,-9.582334594155476,12.916750069684582,1.0443521847343007,0.30681142473502165,0.9595801761992182
5054,0.6389817828863745,4,Fam69c,137.5662945790639,0.5632508923744464,14.4521582136233,-0.8333081186577324,0.4063356020225569,SE,98,0.43386626778123455,9.232203815942876,0.002019166946411133,-10.56444651256431,13.410576494939505,1.0415817186837941,0.30745389114432786,0.9595801761992182
5919,0.2746015117291241,4,Slc9a6,246.48569360067208,2.5916705824057185,-3.088006025575929,-1.5424284830134263,0.46530811568642966,SE,98,0.03788676211324419,1.022885598146112,0.0027403831481933594,24.515881965834147,-4.129042479677821,1.0410364541018922,0.3075805425860868,0.9595801761992182
6191,0.24199701819044672,4,Col14a1,246.48569360067208,3.073031245441719,1.8317646571308046,-1.3256569128814315,0.31673661326428243,SE,98,0.018824123807773242,0.5825594444663564,0.0033783912658691406,14.67634060042068,0.7914746520560811,1.0402900050747235,0.3077540339984913,0.9595801761992182
8206,0.06716976640125148,4,Prkar2a,791.3180511624732,11.46230984915882,17.739328148736192,-3.65850499028619,0.47234981618451244,SE,98,0.0052689460529464684,1.1084982283587466,0.00357818603515625,-17.138786382790094,16.699070028612482,1.0402581201237098,0.30776144760092006,0.9595801761992182
7808,0.07577662261502661,4,Hs3st3a1,791.3180511624732,10.066652413591038,6.416777713829347,-2.2905669248360696,0.19861880579740587,SE,98,0.006963727795777743,1.190345463813668,0.0029671192169189453,5.5063144870235945,5.376641435844732,1.0401362779846153,0.30778977937626084,0.9595801761992182
9273,0.04731165530927327,4,Fads3,1417.851511493707,12.938001805132906,-2.0136107978208884,-2.1708966917276213,0.10537433110735232,SE,98,0.004218972106856923,1.6544721002431353,0.0025827884674072266,22.367091510324066,-3.0536765866910116,1.0400657888701232,0.30780617165336965,0.9595801761992182
6522,0.24713778547781298,4,Pianp,246.48569360067208,2.988700710385353,2.0734305811471216,-4.05970990582354,2.895093594856727,SE,98,0.024280499958030274,0.7338363743559765,0.0032029151916503906,14.193008752388046,1.0336031656071896,1.039827415539932,0.30786161388150435,0.9595801761992182
9386,0.09709340547332877,4,Masp1,1417.851511493707,5.974995596876123,-6.84066794568362,-1.9271321381530162,0.10642625614488094,SE,98,0.015034713901694413,1.6990576209778172,0.0025942325592041016,32.02120580604953,-7.879211057606199,1.0385431119225785,0.308160547742543,0.9595801761992182
4385,0.9999544619787427,4,Prpf39,137.5662945790639,4.5399929762484854e-05,-7.441993567717674,-1.3847300949129087,1.588430951092654,SE,98,9.92619136927572,3466509530.723552,0.002305746078491211,33.22385705011764,-8.480347049501688,1.0383534817840143,0.30820471788575976,0.9595801761992182
6836,0.1537069223297329,4,Otop1,441.6430444369237,5.136757949290589,5.1308719180314455,-1.8994740911305017,0.3042004012999138,SE,98,0.010854987478273351,0.6050172469074128,0.004887580871582031,8.078126078619398,4.093706675892065,1.0371652421393804,0.3084816792745524,0.9595801761992182
5700,0.2344567366231399,4,Mamdc2,246.48569360067208,3.2034142274606876,0.18240944664258052,-1.3139229060471151,0.3047766512987705,SE,98,0.021288651219383135,0.6832181695501053,0.002973318099975586,17.975051021397128,-0.8537577425299219,1.0361671891725024,0.3087145607802627,0.9595801761992182
5547,0.3298313039353722,4,Arhgap26,246.48569360067208,1.9934178504136701,-3.276028053711684,-3.3617537565676936,2.424792294871122,SE,98,0.043484985084535605,0.9909866810065543,0.002357006072998047,24.891926022105658,-4.311867340722387,1.0358392870107025,0.3087911219477357,0.9595801761992182
4381,0.8036110799334764,4,Sde2,137.5662945790639,0.2436308688737004,4.429171791348608,-2.3680192262215103,3.7522422700199596,SE,98,3.118642815755974,124.40545092726069,0.002270936965942383,9.481526331985073,3.393736347897459,1.0354354434511492,0.30888544841711363,0.9595801761992182
6419,0.2593200423638006,4,Frzb,246.48569360067208,2.8022094022640713,6.69575252083051,-1.0488375670859567,0.21261150350653127,SE,98,0.028206723617264392,0.8086789481176443,0.0031969547271728516,4.948364873021269,5.660585364791984,1.0351671560385256,0.3089481334942208,0.9595801761992182
7356,0.1336972997305104,4,Lyl1,441.6430444369237,6.045173530568599,-3.3640492495834735,-1.1152103832593576,0.10359462324638256,SE,98,0.010462297939355696,0.7157178549968408,0.004178524017333984,25.067968413849236,-4.398180425278241,1.0341311756947675,0.30919034448229854,0.9595801761992182
6374,0.3158351214781193,4,Reps1,246.48569360067208,2.125232408417229,3.081560705187968,-2.0359721613359945,0.87490590602742,SE,98,0.03156202929575917,0.7461426930853574,0.0026209354400634766,12.176748504306353,2.0482850045139855,1.0332757006739826,0.30939053964888474,0.9595801761992182
8735,0.07776029543897091,4,Tbc1d8b,791.3180511624732,9.78879610251682,6.486510435662652,-1.8866492290032144,0.13784727150726153,SE,98,0.00934317860999187,1.5283320630005774,0.002876758575439453,5.366849043356986,5.455270066630902,1.0312403690317495,0.309867518625905,0.9595801761992182
3671,0.9999544619787428,4,Aqp7,137.5662945790639,4.5399929762484854e-05,-8.77117833001455,-2.263434950764255,4.12806304464636,SE,98,3.59547037474815,1255640946.0381198,0.0037724971771240234,35.88222657471139,-9.801865711935733,1.030687381921183,0.3099972761043105,0.9595801761992182
5932,0.2726373696273604,4,Limch1,246.48569360067208,2.6174095234319927,-15.825118360897513,-2.1234003308274345,0.8668608273039297,SE,98,0.03815371517787116,1.0377023276673547,0.0023190975189208984,49.990106636477314,-16.855503109341498,1.0303847484439856,0.31006831846350713,0.9595801761992182
6602,0.3041649143960172,4,Pp2d1,246.48569360067208,2.2444156243835507,9.464786142812436,-2.3015002766756942,1.083112706958189,SE,98,0.03347061251514377,0.818346092146091,0.0026476383209228516,-0.5897023709425824,8.43548587193385,1.0293002708785863,0.3103230705805834,0.9595801761992182
3789,0.9999544619787427,4,Dvl2,137.5662945790639,4.5399929762484854e-05,-10.257509016576122,-1.5326432882670313,1.9342026563563097,SE,98,8.960003829084343,3129089246.1447973,0.003956794738769531,38.854887947834534,-11.286774805683024,1.0292657891069013,0.31033117508123276,0.9595801761992182
6287,0.20607694415343564,4,Sav1,246.48569360067208,3.7796804580903958,12.404393848344142,-2.9566137650829813,1.3493544850272667,SE,98,0.018512609778461465,0.6945465316466676,0.003235340118408203,-6.468917782005995,11.375352103691597,1.0290417446525453,0.31038384058353796,0.9595801761992182
8965,0.046321135896008586,4,Impdh1,1417.851511493707,13.228404168463443,-1.6357010380509962,-3.7384417541122357,0.30150116683129446,SE,98,0.005394024868263704,2.1980278025493662,0.0022547245025634766,21.61127199078428,-2.6644983690729305,1.0287973310219343,0.3104413074800574,0.9595801761992182
3739,0.707907313200525,4,Clrn1,137.5662945790639,0.4113443464925731,-6.671935742870389,-0.9167346827707124,0.547760520477575,SE,98,0.8833162301341729,22.432587699927193,0.001979351043701172,31.683741400423067,-7.700713190075646,1.0287774472052575,0.3104459832017914,0.9595801761992182
6341,0.30344718732734877,4,Mmp8,246.48569360067208,2.252044721961194,19.461581669997926,-2.027145139731164,0.8395465040526042,SE,98,0.03598721985225114,0.8817838419413991,0.0028231143951416016,-20.583293425313563,18.432835394650567,1.028746275347359,0.3104533135149089,0.9595801761992182
8322,0.07281255419700158,4,Cbln1,791.3180511624732,10.5100466892717,-16.78426377730159,-2.6380348610481312,0.26008203261613716,SE,98,0.007002222238385665,1.2815292072119082,0.003846406936645508,51.90839746928547,-17.81204269214568,1.0277789148440917,0.31068090815878013,0.9595801761992182
6027,0.25380555634391977,4,Tbcc,246.48569360067208,2.8844097978236505,-0.8459547422370548,-1.5916453048005434,0.46683610057247077,SE,98,0.025744672567464627,0.7555090369465514,0.003187417984008789,20.0317793991564,-1.8731730933107542,1.0272183510736994,0.31081289358524866,0.9595801761992182
6293,0.2859258779206084,4,Notch4,246.48569360067208,2.450168251376192,19.443224603291128,-1.497673058731741,0.4454487221235676,SE,98,0.04137943691230764,1.0728555945395175,0.00295257568359375,-20.546579291899967,18.416181892213586,1.0270427110775415,0.3108542632598884,0.9595801761992182
8706,0.07987961286398794,4,Fbxo44,791.3180511624732,9.50718775494719,3.025103261428569,-2.6917145313871096,0.2791134029342577,SE,98,0.007728542449866619,1.2078806288677517,0.004555225372314453,12.289663391825151,1.998912303389261,1.026190958039308,0.3110549841491095,0.9595801761992182
5507,0.6533014029149402,4,Wwp2,137.5662945790639,0.5290536824277197,15.41619679896938,-2.685959895717187,4.031895641853169,SE,98,1.1184166252937802,24.507201726378003,0.001928091049194336,-12.492523683256472,14.390817420226455,1.025379378742926,0.31124639493915396,0.9595801761992182
3692,0.9999544619787427,4,Bckdha,137.5662945790639,4.5399929762484854e-05,9.764203612675914,-2.3143710459407365,4.289836460266113,SE,98,3.5908366765522177,1254022726.2864277,0.0032930374145507812,-1.1885373106695383,8.740976978037168,1.0232266346387462,0.31175486314336265,0.9595801761992182
7300,0.14936586988451053,4,Wnt10b,441.6430444369237,5.3131633891050285,-7.525432634032271,-1.7664797197848365,0.2627612611362216,SE,98,0.014657200686409298,0.851383125393136,0.0039060115814208984,33.39073518274683,-8.547700342909508,1.0222677088772372,0.3119817055290045,0.9595801761992182
9752,0.029414506258965627,4,Krt2,2540.4486927750327,13.159918890088186,-5.675138516753179,-2.4173697163977295,0.08975517914544781,SE,98,0.002819459543406535,2.6624148637469585,0.0019268989562988281,29.690146948188648,-6.694746001518865,1.019607484765686,0.3126121329532643,0.9595801761992182
6344,0.24256696873758946,4,Sobp,246.48569360067208,3.063505442878567,-14.890004491898864,-2.095910707376938,0.7776296870027574,SE,98,0.023277825859612123,0.7184706363573327,0.003820180892944336,48.11987889848002,-15.908843756945075,1.0188392650462106,0.31279449703365003,0.9595801761992182
5844,0.29606498038760914,4,Thbs2,246.48569360067208,2.3326608870917234,-15.249512716089129,-2.0643227837555016,0.8683269846272272,SE,98,0.029904856711886682,0.7497548170034187,0.002593994140625,48.83889534686055,-16.26808477996505,1.0185720638759221,0.31285795920666537,0.9595801761992182
6814,0.12745265617519114,4,Mfsd8,441.6430444369237,6.387072559281634,-0.1387903168881479,-2.5040531507420956,0.4719399926336226,SE,98,0.010867756325196912,0.7992606274153605,0.0017850399017333984,18.617450548458585,-1.1573176541535304,1.0185273372653825,0.3128685837356032,0.9595801761992182
6576,0.2831150697998064,4,Gpr62,246.48569360067208,2.4842342266025534,10.346476868318753,-2.1321900422423385,0.8871818200775327,SE,98,0.02684634945828258,0.7028694831957426,0.004568815231323242,-2.3530838219552166,9.328228785032962,1.0182480832857905,0.3129349294358793,0.9595801761992182
8390,0.08344182216898029,4,Gm10536,791.3180511624732,9.066081646889652,-5.8685885700100044,-2.0888044173797047,0.17457764607945164,SE,98,0.009919519270217992,1.4404250497277877,0.002882242202758789,30.077047054702298,-6.886069242799181,1.0174806727891763,0.3131173469013879,0.9595801761992182
5369,0.5688410365766998,4,Clpb,137.5662945790639,0.7556274878742184,6.85255219876359,-2.8168499164042644,3.9356400584774676,SE,98,0.35083488613433295,6.772649240763523,0.0019278526306152344,4.63476551715511,5.836053095947136,1.0164991028164536,0.3133508735734064,0.9595801761992182
7393,0.15004083702635349,4,Kcnk3,441.6430444369237,5.285064864242619,-18.393599528761328,-4.008125182212935,1.3124843245925057,SE,98,0.015432379141031188,0.8905782840292751,0.0035064220428466797,55.127068972204945,-19.40897095585504,1.0153714270937115,0.31361944126899455,0.9595801761992182
8584,0.08771853677560675,4,Ctdspl,791.3180511624732,8.583824713181848,-5.568333646589252,-1.7458428206530936,0.12668653032229837,SE,98,0.01339703299950315,1.7895261685738821,0.002859354019165039,29.476537207860794,-6.583578100332858,1.0152444537436054,0.3136497001201637,0.9595801761992182
5736,0.2586889758622307,4,Numb,246.48569360067208,2.8114386690234197,13.623880802370564,-3.169435388454196,1.8249598730208896,SE,98,0.023352163475680334,0.6712584253377102,0.0041103363037109375,-8.90789169005884,12.60867156284155,1.015209239529014,0.3136580926485095,0.9595801761992182
5959,0.2649608455636061,4,Cpne5,246.48569360067208,2.721666135573099,-10.526883022477065,-2.5058675563844592,1.1723592976667452,SE,98,0.03716604388324505,1.0413841242759798,0.0026068687438964844,39.39363595963642,-11.541876459148256,1.0149934366711904,0.3137095308888973,0.9595801761992182
8407,0.07666165698788857,4,Muc6,791.3180511624732,9.94090760618345,0.2790856582093255,-2.2949202572392022,0.20102066722928655,SE,98,0.007333603377233212,1.229001194449295,0.0058727264404296875,17.781698598263638,-0.7358509575370249,1.0149366157463504,0.3137230764178913,0.9595801761992182
8953,0.07254195865334842,4,Gramd1b,1417.851511493707,8.214658091512053,-12.513132421184551,-5.553387913495066,0.7535124100093081,SE,98,0.009273574476371478,1.708114597519875,0.002601146697998047,43.36613475705139,-13.527763383024535,1.014630961839984,0.31379595430259266,0.9595801761992182
5253,0.7181595799368602,4,Plaa,137.5662945790639,0.391240285745493,4.218269466401146,-2.212474076956708,2.984126548139542,SE,98,2.1143513068599384,55.605049946164804,0.00254058837890625,9.903330981879996,3.203715668847309,1.0145537975538375,0.3138143562876967,0.9595801761992182
4973,0.9381817580648341,4,Prss57,137.5662945790639,0.06568873729520949,2.7869542687179276,-1.8698205259707883,2.6812088077861627,SE,98,18.49694072422925,4499.1416656408255,0.0031926631927490234,12.765961377246434,1.772851105618571,1.0141031630993567,0.3139218508570686,0.9595801761992182
4007,0.6608508738973224,4,Nobox,137.5662945790639,0.511621140884158,0.24258323392544412,-1.3564825622797962,1.0703058588138163,SE,98,0.646487249959778,14.407727612643663,0.0019233226776123047,17.8547034468314,-0.7710498585562107,1.0136330924816548,0.3140340330113508,0.9595801761992182
4503,0.742177859404641,4,Drd5,137.5662945790639,0.34631672321378093,0.6047196043496754,-0.6058623293543013,0.27078527058295837,SE,98,1.1142286391498688,32.144746089148285,0.0019450187683105469,17.13043070598294,-0.40858873189986866,1.013308336249544,0.31411156654743766,0.9595801761992182
5393,0.7924189207287945,4,Hgd,137.5662945790639,0.2611524936039321,17.56902312162819,-1.425542658136619,1.361334465762744,SE,98,2.77182717663671,103.04727040273545,0.0019850730895996094,-16.798176328574094,16.55630368171896,1.0127194399092332,0.3142522257205217,0.9595801761992182
5916,0.2746870829188412,4,Arid4a,246.48569360067208,2.590557589270232,0.12797495793603275,-2.368010032968629,1.0716928514651154,SE,98,0.036888585959157526,0.995619366056729,0.002928018569946289,18.083919998810224,-0.8839033011813342,1.011878259117367,0.3144532864056101,0.9595801761992182
4210,0.8146705335826373,4,Treml2,137.5662945790639,0.22678990296878634,3.669600230038995,-1.4597899774385232,1.4706665732081057,SE,98,2.9130037945150513,125.36118835958267,0.002338409423828125,11.0006694546043,2.6581022936240117,1.0114979364149832,0.31454424709024353,0.9595801761992182
7657,0.147418766948602,4,Plod1,441.6430444369237,5.395661975067881,-8.09993133308906,-1.0882659940494508,0.10595667183398973,SE,98,0.014531371830305869,0.8603120821204204,0.00415802001953125,34.53973258086041,-9.111111865777389,1.0111805326883285,0.31462018596151553,0.9595801761992182
6366,0.25529012650322713,4,Brinp2,246.48569360067208,2.861931073590576,-9.206449944767314,-0.7831420419784907,0.12835718774208635,SE,98,0.0325242550181237,0.9484047546017571,0.002927541732788086,36.75276980421692,-10.216362398816955,1.0099124540496405,0.3149238132233272,0.9595801761992182
8462,0.07111868750691169,4,Tph2,791.3180511624732,10.78002731356869,-5.27939144906702,-2.347058152628749,0.20367582858728328,SE,98,0.007220423711476597,1.3760667274459604,0.0025539398193359375,28.89865281281633,-6.288973742946752,1.0095822938797312,0.31500292926045637,0.9595801761992182
8845,0.10068979242760259,4,Kcnh6,791.3180511624732,7.371696490007041,-11.628764001221157,-2.2700407480363642,0.22248059423159652,SE,98,0.013694961034656597,1.4589170387028318,0.0028972625732421875,41.5973979171246,-12.637877792413803,1.0091137911926467,0.31511524084193554,0.9595801761992182
5318,0.9999544619787428,4,Fam98a,137.5662945790639,4.5399929762484854e-05,-4.5525838582484255,-3.514799097930079,9.846098987614571,SE,98,2.8949297303048636,1010992144.6748223,0.0037453174591064453,27.44503763117914,-5.56114935080754,1.0085654925591143,0.3152467480092155,0.9595801761992182
4080,0.7180673985793564,4,Recql4,137.5662945790639,0.3914184900457921,-3.396271296905141,-1.8600005611858512,2.12692951139044,SE,98,1.0506100967305207,27.620860926737684,0.001978158950805664,25.13241250849257,-4.404427958511178,1.0081566616060371,0.31534485116480093,0.9595801761992182
8416,0.08891732819031327,4,Tsks,791.3180511624732,8.456969239993356,-5.16512844494892,-0.9648215749319082,0.04383246323586558,SE,98,0.009285371278218867,1.2126545200302046,0.003604888916015625,28.67012680458013,-6.172782353709721,1.0076539087608012,0.3154655466143341,0.9595801761992182
4397,0.9999544619787427,4,Cyb5r3,137.5662945790639,4.5399929762484854e-05,-1.3227719208353221,-3.1611533758572876,7.972885136077192,SE,98,1.9825839500024927,692374940.4445202,0.0036072731018066406,20.985413756352933,-2.330311002231298,1.0075390813959757,0.3154931216029311,0.9595801761992182
6369,0.2731324902406692,4,Arhgdia,246.48569360067208,2.6108863588365896,-0.4775420061059421,-3.1038336671083253,1.8222850459462443,SE,98,0.03008910204404266,0.8168366850038509,0.00655364990234375,19.294953926894173,-1.484426379251829,1.006884373145887,0.3156504054982434,0.9595801761992182
5294,0.7645399312092837,4,Rptor,137.5662945790639,0.307028253056219,5.1679671809443235,-1.6053857477051074,1.6757147656376894,SE,98,1.1648748788690944,37.19977991268943,0.001958131790161133,8.003935552793642,4.161199283561643,1.0067678973826801,0.3156783978169012,0.9595801761992182
7746,0.10182409331227617,4,Cpz,791.3180511624732,7.280382852727741,-0.28896775587119805,-1.1320817842792914,0.060658212314830096,SE,98,0.009526687790539041,0.9966769325344086,0.0039441585540771484,18.917805426424685,-1.2956127417720609,1.0066449859008628,0.315707940339114,0.9595801761992182
4663,0.9999544619787428,4,Tcf7l2,137.5662945790639,4.5399929762484854e-05,-23.803599739820445,-1.7640684330654965,2.5619476481527976,SE,98,26.23436058812213,9161788003.87156,0.011651039123535156,65.94706939432318,-24.809581393432836,1.0059816536123911,0.3158674387806032,0.9595801761992182
8948,0.03690914633896726,4,Gna12,1417.851511493707,16.765548112476413,-38.17688844864736,-1.6092722857071324,0.05825943094772545,SE,98,0.0038915393964304964,2.4054656000264663,0.0016283988952636719,94.693646811977,-39.182736866074116,1.0058484174267548,0.3158994881827716,0.9595801761992182
5141,0.9999544619787427,4,Cbs,137.5662945790639,4.5399929762484854e-05,-0.965636971884976,-0.9601901077012073,0.7916259920946805,SE,98,342.71968484054617,119687502453.47604,0.004287004470825195,20.27114385845224,-1.9711545660898366,1.0055175942048606,0.3159790847264935,0.9595801761992182
7928,0.07556336655341703,4,Redrum,791.3180511624732,10.097392013432472,3.6112560609051485,-0.3259437832680038,0.008941993537243434,SE,98,0.009582175451124832,1.6458269205676346,0.002952098846435547,11.117357792871992,2.605751710385505,1.0055043505196437,0.31598227172290927,0.9595801761992182
8629,0.06993826322568615,4,Olfm2,791.3180511624732,10.975904080255766,-16.20205335989145,-3.6789054855695,0.489875029492607,SE,98,0.006252144293408037,1.2264433780771702,0.003831148147583008,50.74397663446519,-17.207467187822502,1.0054138279310507,0.316004056451888,0.9595801761992182
7621,0.12424589623653601,4,Gga2,441.6430444369237,6.576000958734118,5.688302086922306,-2.5909681385086074,0.4965150153818437,SE,98,0.009500440167998087,0.7264694054132439,0.004122018814086914,6.963265740837677,4.683237068935966,1.0050650179863396,0.3160880177615305,0.9595801761992182
4857,0.870173617384205,4,Snx9,137.5662945790639,0.14873675172343964,-7.220601970163905,-0.7405210124056448,0.4479834768883931,SE,98,4.0221056253569465,287.6224637561825,0.0019311904907226562,32.7810738550101,-8.225121250603252,1.0045192804393466,0.31621943972424016,0.9595801761992182
9133,0.059139341670199075,4,Zfp711,1417.851511493707,10.221939868490267,2.315100066519676,-1.6134852731531584,0.06473431887590576,SE,98,0.008583409741221624,2.257359755146448,0.0029413700103759766,13.709669781642937,1.3110558714463423,1.0040441950733339,0.3163339058368161,0.9595801761992182
9742,0.02661400693360183,4,Grm8,2540.4486927750327,14.5866581866264,-7.974792861952153,-3.1917073961444022,0.14911723830655518,SE,98,0.002348704949649024,2.6786497230470756,0.0019412040710449219,34.289455638586595,-8.978832347696198,1.0040394857440447,0.316335040764797,0.9595801761992182
9679,0.046018732411671294,4,Foxk2,1417.851511493707,13.319554328774707,-12.947302058578316,-2.0866710194640774,0.09784496512413171,SE,98,0.004197504177001051,1.7309238521266552,0.0026557445526123047,44.23447403183892,-13.951228470443638,1.0039264118653222,0.3163622926819628,0.9595801761992182
3972,0.7892943744573238,4,Mc3r,137.5662945790639,0.2661327805328582,-7.1406093639672505,-2.629831711785114,4.559978724921944,SE,98,1.7966695597333113,65.56123146199789,0.0019290447235107422,32.62108864261679,-8.14396510581443,1.0033557418471801,0.3164998767119275,0.9595801761992182
7595,0.12218861664245483,4,Pipox,441.6430444369237,6.702428664541585,12.563254411283836,-0.8844829375053814,0.06250823814378706,SE,98,0.009868378454210227,0.7742388547703041,0.004209995269775391,-6.786638907885383,11.560024893768826,1.0032295175150097,0.31653031898732553,0.9595801761992182
5015,0.8527264745226115,4,Six4,137.5662945790639,0.17217741556335858,2.1519939677354003,-1.3175181594648255,1.254983815886881,SE,98,4.717859635571999,279.7161927857948,0.003282308578491211,14.035881979211489,1.1487863465539192,1.003207621181481,0.3165356002472206,0.9595801761992182
5695,0.23550132364893184,4,Loxhd1,246.48569360067208,3.1848535152930815,0.32268752193014905,-1.841240968330878,0.5867303124538105,SE,98,0.024928358225731886,0.7959149999980043,0.0032868385314941406,17.69449487082199,-0.6804400021500783,1.0031275240802273,0.3165549201551263,0.9595801761992182
7723,0.07598546234722836,4,Ccdc85b,791.3180511624732,10.036716622376051,-1.3574345940047294,-2.3003772312503785,0.20134625115781274,SE,98,0.009182556981562884,1.5622693845900366,0.003513336181640625,21.054739102691748,-2.35899527902464,1.0015606850199106,0.3169331622367628,0.9595801761992182
7879,0.06320045638026163,4,Nr0b1,791.3180511624732,12.234037989931398,-6.261617279965776,-1.2965755048384533,0.06240187219142025,SE,98,0.006163261514584232,1.4420707616060222,0.002941131591796875,30.86310447461384,-7.26316656781313,1.0015492878473538,0.31693591573554547,0.9595801761992182
7285,0.1396138147657191,4,Apobr,441.6430444369237,5.749456264342907,-5.98378537997786,-0.4595036759901389,0.0264844511016517,SE,98,0.011124506140248056,0.713398175377947,0.004293918609619141,30.30744067463801,-6.985240061592606,1.0014546816147458,0.31695877332955114,0.9595801761992182
3882,0.9999544619787427,4,Hcn3,137.5662945790639,4.5399929762484854e-05,-10.777176312892749,-3.6505971725290727,10.62539388249301,SE,98,19.732899163537024,6891291984.435841,0.004096508026123047,39.89422254046779,-11.777465434410331,1.0002891215175822,0.3172405590316867,0.9595801761992182
7024,0.16357966167080193,4,Pkp2,441.6430444369237,4.7704244128356255,-6.95911268565915,-1.967542359697758,0.3392969961973958,SE,98,0.01516449873991144,0.7738219789948502,0.004340410232543945,32.25809528600059,-7.959158509106658,1.0000458234475076,0.31729942018415835,0.9595801761992182
4255,0.9999544619787427,4,Wwox,137.5662945790639,4.5399929762484854e-05,-2.346770350690093,-2.994353537073325,7.161403992067762,SE,98,2.2495729776044335,785615134.4255974,0.0038542747497558594,23.033410616062476,-3.3464911194686806,0.9997207687785874,0.3173780830784225,0.9595801761992182
9246,0.06849111947613777,4,Kif1c,1417.851511493707,8.738506896858777,3.491613379285184,-2.579548243621302,0.16425167096597282,SE,98,0.008872949499033294,1.8046703296596887,0.002646207809448242,11.356643156111922,2.4920545358978927,0.9995588433872911,0.31741727839938194,0.9595801761992182
8228,0.09324943411659856,4,Gtpbp1,791.3180511624732,8.025738386004736,9.7430118414823,-2.557362752234993,0.26841430200936817,SE,98,0.010394727909949301,1.2549834730786804,0.0039064884185791016,-1.1461537682823106,8.743904855548749,0.9991069859335511,0.31752668764937664,0.9595801761992182
