,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
9979,0.33682031465428774,4,Srcin1,4551.872680816345,0.3551517658081958,-1.8823876047541717,-6.947952099242487,0.9194700085395567,SE,98,0.026418016153965124,0.5919599951738195,0.0022666454315185547,22.104645124190633,-23.824889707095622,21.94250210234145,2.8094237414233447e-06,0.0015607909674574137
9455,0.5333492630954703,4,Clstn1,1417.851511493707,0.5621662320908779,-2.361456964752165,-7.042080806909108,1.8196818629557823,SE,98,0.006500999769217742,0.12262614790763711,0.0019137859344482422,23.06278384418662,-24.072226829570653,21.710769864818488,3.170065511426401e-06,0.0016684555323296848
9973,0.20726948806727186,4,Grik3,4551.872680816345,0.689876324407356,-38.74722031655128,-5.213544794244692,0.578164557636096,SE,98,0.00856993415637878,0.31920169180729585,0.0019669532775878906,95.83431054778484,-60.14458322998985,21.39736291343857,3.7328425690486e-06,0.0018166744468346833
8056,0.5372984675414377,4,Lynx1,791.3180511624732,0.7107693710985953,-49.51427248459743,-11.255997338410278,8.425089686737298,SE,98,0.0027115087814806845,0.05123667665338295,0.0019266605377197266,117.36841488387714,-70.86398197639281,21.34970949179538,3.826787391747466e-06,0.0018166744468346833
9564,0.42172134975364806,4,Ncs1,1417.851511493707,0.8810408988971126,-18.70245126820156,-7.494252267286683,1.9583774360628392,SE,98,0.005937469705542864,0.11565207319547006,0.0019335746765136719,55.74477245108541,-39.96888837840339,21.26643711020183,3.996683783036303e-06,0.0018166744468346833
9567,0.35074331705364986,4,Plcxd2,1417.851511493707,1.1893550535645667,-28.317872851691,-2.1506228632756432,0.22331680630679887,SE,98,0.00460475886816687,0.10003288023418562,0.001917123794555664,74.9756156180643,-49.31692247297329,20.99904962128229,4.595112548244629e-06,0.0019125795386099043
9894,0.4703850154924561,4,Abhd12,2540.4486927750327,0.4490428287200531,-5.206341436472094,-5.262922474837845,0.71989126892199,SE,98,0.008231615673762672,0.1550395316249037,0.002500772476196289,28.752552787626477,-26.1422431481233,20.935901711651205,4.7491003656308095e-06,0.0019125795386099043
9804,0.4044193177155231,4,Prrc2b,2540.4486927750327,0.5873401503738039,0.5471280802896672,-4.14770237296969,0.4477470742781798,SE,98,0.007307400244404974,0.14516063964883652,0.0019314289093017578,17.245613754102955,-20.375769458018254,20.92289753830792,4.781448846524761e-06,0.0019125795386099043
9848,0.2509473933256112,4,Islr2,2540.4486927750327,1.1904484944950806,-38.27665723375397,-5.066617596315528,0.6083191993545312,SE,98,0.008581382106580776,0.254986681995266,0.0030007362365722656,94.89318438219024,-58.55968170599033,20.283024472236356,6.6790556296769665e-06,0.0025319909985949745
9434,0.3666000977976797,4,Myo5a,1417.851511493707,1.110119966721762,-14.303645928263329,-6.9341216184038155,1.6291404468739867,SE,98,0.007042943977474491,0.1483009808360863,0.0019805431365966797,46.94716177120895,-34.54212952296632,20.23848359470299,6.8363756962064315e-06,0.0025319909985949745
9146,0.45793698344377415,4,Kif5a,1417.851511493707,0.7605513771933632,-33.01325289083189,-9.742831083291772,3.3446412891378436,SE,98,0.0064414111658907805,0.12200906985921148,0.001912832260131836,84.36637569634607,-53.08898485636766,20.075731965535766,7.443522282324366e-06,0.002658400815115845
8064,0.4523290135894799,4,Camkk2,791.3180511624732,0.9993293839448714,-29.479663101181714,-2.695181631068285,0.533985402819608,SE,98,0.0030753098726284765,0.05843709167332818,0.0016021728515625,77.29919611704571,-49.42208242681779,19.942419325636074,7.980976340027368e-06,0.002743819391951933
8532,0.44184386118279173,4,Fscn1,791.3180511624732,1.0426300767749854,-10.391186798954607,-4.9822905644986895,1.5975331155870334,SE,98,0.002777760567914415,0.05315798846538693,0.005964517593383789,39.1222435125915,-30.27452585330431,19.883339054349705,8.2314581758558e-06,0.002743819391951933
9966,0.4015229597470735,4,Nsmf,2540.4486927750327,0.5944537749198768,-17.917568844976948,-7.3830837267437905,1.2721872399468421,SE,98,0.014158540188559778,0.2823015636961492,0.0019996166229248047,54.175007604636185,-37.63834855485257,19.72077970987562,8.96215428247693e-06,0.0028910175104764294
9925,0.5689182663121471,4,Zmiz2,2540.4486927750327,0.3021973990873268,-2.5810735143034265,-4.440671208880086,0.6073172942112276,SE,98,0.009659686944616499,0.18648702335286538,0.0019505023956298828,23.502016943289142,-22.089003139562536,19.50792962525911,1.0018293845726056e-05,0.0030116522259988126
9978,0.32957096175302847,4,Rtn4r,4551.872680816345,0.3669314342449324,-26.56451496778851,-1.3509721477157732,0.27016576482984567,SE,98,0.028365474821535428,0.6468440610427602,0.0020139217376708984,71.4688998502593,-46.03073030377867,19.466215335990157,1.0239484275698096e-05,0.0030116522259988126
9899,0.48546243417465545,4,Abhd8,2540.4486927750327,0.42270991801069624,-10.427751763838032,-4.3286320900534205,0.5500123026081469,SE,98,0.010550473201492524,0.1978816430494903,0.0019519329071044922,39.19537344235835,-29.86912950197228,19.44137773813425,1.0373508199323922e-05,0.0030116522259988126
8822,0.44344576452063356,4,Stard8,791.3180511624732,1.0358821503548648,6.479254499218143,-1.0541779903221502,0.10611940497097444,SE,98,0.0033552398966070715,0.06413381656079875,0.0044403076171875,5.3813609162460025,-12.909321739052729,19.388576238270872,1.0664307401708761e-05,0.0030116522259988126
